Id,Id2,Geography,Estimate; SEX AND AGE - Total population,Percent; SEX AND AGE - Total population,Estimate; SEX AND AGE - 20 to 24 years,Percent; SEX AND AGE - 20 to 24 years,Estimate; SEX AND AGE - 25 to 34 years,Percent; SEX AND AGE - 25 to 34 years,Estimate; SEX AND AGE - 35 to 44 years,Percent; SEX AND AGE - 35 to 44 years,Estimate; SEX AND AGE - 45 to 54 years,Percent; SEX AND AGE - 45 to 54 years,Estimate; SEX AND AGE - 55 to 59 years,Percent; SEX AND AGE - 55 to 59 years,Estimate; SEX AND AGE - 60 to 64 years,Percent; SEX AND AGE - 60 to 64 years,Estimate; SEX AND AGE - 65 to 74 years,Percent; SEX AND AGE - 65 to 74 years,Estimate; SEX AND AGE - Median age (years),Percent; SEX AND AGE - Median age (years),Estimate; SEX AND AGE - 18 years and over,Percent; SEX AND AGE - 18 years and over,Estimate; SEX AND AGE - 65 years and over,Percent; SEX AND AGE - 65 years and over,Estimate; RACE - Total population,Percent; RACE - Total population,Estimate; RACE - Total population - Two or more races,Percent; RACE - Total population - Two or more races,Estimate; RACE - One race,Percent; RACE - One race,Estimate; RACE - Two or more races,Percent; RACE - Two or more races,Estimate; RACE - Race alone or in combination with one or more other races - Total population,Percent; RACE - Race alone or in combination with one or more other races - Total population,Estimate; RACE - Race alone or in combination with one or more other races - Total population - White,Percent; RACE - Race alone or in combination with one or more other races - Total population - White,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Black or African American,Percent; RACE - Race alone or in combination with one or more other races - Total population - Black or African American,Estimate; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native,Percent; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Asian,Percent; RACE - Race alone or in combination with one or more other races - Total population - Asian,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander,Percent; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Some other race,Percent; RACE - Race alone or in combination with one or more other races - Total population - Some other race,Estimate; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total housing units,Percent; HISPANIC OR LATINO AND RACE - Total housing units,"Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population","Percent; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
8600000US14220,14220, 14220,24064,24064,1421,5.9,4150,17.2,2956,12.3,3293,13.7,1704,7.1,1423,5.9,1809,7.5,36.6,(X),18841,18841,3365,3365,24064,24064,764,3.2,23300,96.8,764,3.2,24064,24064,21802,90.6,1449,6,85,0.4,325,1.4,28,0.1,1139,4.7,24064,24064,2252,9.4,170,0.7,1599,6.6,62,0.3,421,1.7,21812,90.6,10801,(X),18450,18450
8600000US14221,14221, 14221,54320,54320,2798,5.2,4949,9.1,6137,11.3,7499,13.8,4063,7.5,3656,6.7,6596,12.1,47.1,(X),43525,43525,13496,13496,54320,54320,733,1.3,53587,98.7,733,1.3,54320,54320,48272,88.9,2477,4.6,242,0.4,3475,6.4,8,0,639,1.2,54320,54320,1499,2.8,482,0.9,270,0.5,166,0.3,581,1.1,52821,97.2,23904,(X),41516,41516
8600000US14222,14222, 14222,14562,14562,2385,16.4,3685,25.3,1115,7.7,1417,9.7,874,6,717,4.9,1001,6.9,29.9,(X),13307,13307,1745,1745,14562,14562,470,3.2,14092,96.8,470,3.2,14562,14562,11058,75.9,2277,15.6,91,0.6,915,6.3,62,0.4,683,4.7,14562,14562,1141,7.8,47,0.3,581,4,47,0.3,466,3.2,13421,92.2,7915,(X),12748,12748
8600000US14223,14223, 14223,22795,22795,846,3.7,3588,15.7,2803,12.3,2570,11.3,1654,7.3,1894,8.3,2374,10.4,41.6,(X),18166,18166,4431,4431,22795,22795,407,1.8,22388,98.2,407,1.8,22795,22795,20976,92,1116,4.9,99,0.4,632,2.8,0,0,386,1.7,22795,22795,915,4,23,0.1,623,2.7,0,0,269,1.2,21880,96,10459,(X),17856,17856
8600000US14224,14224, 14224,40784,40784,2238,5.5,5451,13.4,4238,10.4,5919,14.5,3255,8,3217,7.9,4562,11.2,45.6,(X),33440,33440,8414,8414,40784,40784,303,0.7,40481,99.3,303,0.7,40784,40784,39752,97.5,670,1.6,158,0.4,174,0.4,24,0.1,315,0.8,40784,40784,708,1.7,90,0.2,494,1.2,0,0,124,0.3,40076,98.3,18660,(X),33185,33185
8600000US14225,14225, 14225,33510,33510,2118,6.3,5997,17.9,3629,10.8,3591,10.7,3069,9.2,2185,6.5,2754,8.2,39.9,(X),27152,27152,5897,5897,33510,33510,774,2.3,32736,97.7,774,2.3,33510,33510,27962,83.4,4902,14.6,189,0.6,820,2.4,57,0.2,391,1.2,33510,33510,895,2.7,122,0.4,488,1.5,0,0,285,0.9,32615,97.3,16348,(X),26735,26735
8600000US14226,14226, 14226,29460,29460,2551,8.7,4422,15,3297,11.2,3870,13.1,2026,6.9,1839,6.2,2765,9.4,37,(X),23361,23361,4576,4576,29460,29460,952,3.2,28508,96.8,952,3.2,29460,29460,23871,81,3457,11.7,277,0.9,2521,8.6,8,0,286,1,29460,29460,889,3,149,0.5,419,1.4,17,0.1,304,1,28571,97,13143,(X),21360,21360
8600000US14227,14227, 14227,22457,22457,1524,6.8,3141,14,2006,8.9,3390,15.1,1751,7.8,1787,8,2821,12.6,47.9,(X),19382,19382,5468,5468,22457,22457,288,1.3,22169,98.7,288,1.3,22457,22457,20562,91.6,934,4.2,212,0.9,966,4.3,0,0,71,0.3,22457,22457,685,3.1,148,0.7,358,1.6,26,0.1,153,0.7,21772,96.9,11056,(X),18722,18722
8600000US14228,14228, 14228,22045,22045,3414,15.5,3674,16.7,2265,10.3,2244,10.2,1170,5.3,1393,6.3,1845,8.4,32.9,(X),17880,17880,3261,3261,22045,22045,947,4.3,21098,95.7,947,4.3,22045,22045,16796,76.2,2344,10.6,245,1.1,3292,14.9,64,0.3,370,1.7,22045,22045,1103,5,143,0.6,712,3.2,24,0.1,224,1,20942,95,9923,(X),15226,15226
8600000US14261,14261, 14261,5819,5819,2075,35.7,183,3.1,20,0.3,0,0,0,0,0,0,0,0,19.6,(X),5750,5750,0,0,5819,5819,254,4.4,5565,95.6,254,4.4,5819,5819,3461,59.5,798,13.7,40,0.7,1405,24.1,10,0.2,375,6.4,5819,5819,632,10.9,37,0.6,238,4.1,9,0.2,348,6,5187,89.1,8,(X),5116,5116
8600000US14301,14301, 14301,12682,12682,953,7.5,1651,13,1480,11.7,1725,13.6,847,6.7,805,6.3,883,7,37.4,(X),9646,9646,1874,1874,12682,12682,439,3.5,12243,96.5,439,3.5,12682,12682,8238,65,4292,33.8,302,2.4,145,1.1,29,0.2,130,1,12682,12682,586,4.6,11,0.1,353,2.8,0,0,222,1.8,12096,95.4,7387,(X),9409,9409
8600000US14302,14302, 14302,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,(X),89,89,89,89,89,89,0,0,89,100,0,0,89,89,81,91,8,9,0,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,0,0,0,89,100,56,(X),89,89
8600000US14303,14303, 14303,5763,5763,447,7.8,836,14.5,694,12,652,11.3,450,7.8,360,6.2,477,8.3,36.3,(X),4351,4351,832,832,5763,5763,399,6.9,5364,93.1,399,6.9,5763,5763,3992,69.3,1630,28.3,265,4.6,99,1.7,52,0.9,156,2.7,5763,5763,404,7,5,0.1,257,4.5,0,0,142,2.5,5359,93,3492,(X),4143,4143
8600000US14304,14304, 14304,28977,28977,1712,5.9,3700,12.8,3285,11.3,3920,13.5,2543,8.8,2479,8.6,2990,10.3,45.3,(X),23960,23960,5697,5697,28977,28977,973,3.4,28004,96.6,973,3.4,28977,28977,26735,92.3,1708,5.9,798,2.8,612,2.1,40,0.1,184,0.6,28977,28977,620,2.1,193,0.7,171,0.6,63,0.2,193,0.7,28357,97.9,13881,(X),23504,23504
8600000US14305,14305, 14305,16913,16913,1492,8.8,2228,13.2,1633,9.7,2221,13.1,1481,8.8,995,5.9,1241,7.3,35.9,(X),12811,12811,2273,2273,16913,16913,520,3.1,16393,96.9,520,3.1,16913,16913,11129,65.8,5644,33.4,284,1.7,123,0.7,33,0.2,305,1.8,16913,16913,600,3.5,81,0.5,396,2.3,26,0.2,97,0.6,16313,96.5,8256,(X),12610,12610
8600000US14411,14411, 14411,14237,14237,1337,9.4,2223,15.6,1678,11.8,2283,16,1050,7.4,846,5.9,1407,9.9,41.5,(X),11910,11910,2284,2284,14237,14237,293,2.1,13944,97.9,293,2.1,14237,14237,12052,84.7,1886,13.2,157,1.1,123,0.9,6,0,319,2.2,14237,14237,844,5.9,517,3.6,200,1.4,0,0,127,0.9,13393,94.1,5543,(X),11386,11386
8600000US14414,14414, 14414,7049,7049,463,6.6,937,13.3,827,11.7,1103,15.6,474,6.7,457,6.5,641,9.1,41.4,(X),5541,5541,1180,1180,7049,7049,132,1.9,6917,98.1,132,1.9,7049,7049,6890,97.7,17,0.2,118,1.7,139,2,0,0,17,0.2,7049,7049,84,1.2,36,0.5,4,0.1,0,0,44,0.6,6965,98.8,3094,(X),5409,5409
8600000US14415,14415, 14415,161,161,36,22.4,7,4.3,5,3.1,48,29.8,27,16.8,5,3.1,22,13.7,51.3,(X),153,153,22,22,161,161,24,14.9,137,85.1,24,14.9,161,161,161,100,0,0,0,0,0,0,0,0,24,14.9,161,161,0,0,0,0,0,0,0,0,0,0,161,100,93,(X),153,153
8600000US14416,14416, 14416,3505,3505,209,6,298,8.5,331,9.4,574,16.4,373,10.6,297,8.5,328,9.4,47.5,(X),2769,2769,598,598,3505,3505,226,6.4,3279,93.6,226,6.4,3505,3505,3412,97.3,86,2.5,127,3.6,59,1.7,23,0.7,24,0.7,3505,3505,28,0.8,1,0,7,0.2,0,0,20,0.6,3477,99.2,1470,(X),2753,2753
8600000US14418,14418, 14418,1376,1376,115,8.4,147,10.7,120,8.7,159,11.6,136,9.9,152,11,123,8.9,45.9,(X),1100,1100,250,250,1376,1376,4,0.3,1372,99.7,4,0.3,1376,1376,1376,100,4,0.3,0,0,0,0,0,0,4,0.3,1376,1376,61,4.4,33,2.4,28,2,0,0,0,0,1315,95.6,858,(X),1085,1085
8600000US14420,14420, 14420,20955,20955,3514,16.8,1884,9,1959,9.3,2909,13.9,1176,5.6,989,4.7,1471,7,31.8,(X),17091,17091,2649,2649,20955,20955,487,2.3,20468,97.7,487,2.3,20955,20955,19546,93.3,680,3.2,57,0.3,467,2.2,26,0.1,670,3.2,20955,20955,1489,7.1,657,3.1,617,2.9,30,0.1,185,0.9,19466,92.9,7623,(X),16394,16394
8600000US14422,14422, 14422,2478,2478,195,7.9,252,10.2,333,13.4,428,17.3,199,8,97,3.9,235,9.5,41.8,(X),1966,1966,394,394,2478,2478,6,0.2,2472,99.8,6,0.2,2478,2478,2452,99,13,0.5,5,0.2,14,0.6,0,0,0,0,2478,2478,15,0.6,0,0,15,0.6,0,0,0,0,2463,99.4,996,(X),1946,1946
8600000US14423,14423, 14423,4782,4782,593,12.4,477,10,432,9,869,18.2,273,5.7,335,7,402,8.4,42.7,(X),3868,3868,802,802,4782,4782,89,1.9,4693,98.1,89,1.9,4782,4782,4481,93.7,117,2.4,48,1,112,2.3,0,0,113,2.4,4782,4782,109,2.3,5,0.1,13,0.3,0,0,91,1.9,4673,97.7,2010,(X),3757,3757
8600000US14424,14424, 14424,27609,27609,1867,6.8,2874,10.4,2820,10.2,4393,15.9,1904,6.9,2018,7.3,3327,12.1,46.3,(X),22334,22334,5950,5950,27609,27609,294,1.1,27315,98.9,294,1.1,27609,27609,26503,96,499,1.8,144,0.5,329,1.2,194,0.7,240,0.9,27609,27609,620,2.2,71,0.3,281,1,23,0.1,245,0.9,26989,97.8,13542,(X),21945,21945
8600000US14425,14425, 14425,11754,11754,679,5.8,1515,12.9,1812,15.4,1379,11.7,832,7.1,725,6.2,990,8.4,36.6,(X),8553,8553,1493,1493,11754,11754,157,1.3,11597,98.7,157,1.3,11754,11754,11013,93.7,550,4.7,134,1.1,120,1,23,0.2,112,1,11754,11754,564,4.8,17,0.1,368,3.1,0,0,179,1.5,11190,95.2,4806,(X),8383,8383
8600000US14427,14427, 14427,2116,2116,94,4.4,226,10.7,278,13.1,265,12.5,151,7.1,177,8.4,161,7.6,37.9,(X),1536,1536,308,308,2116,2116,16,0.8,2100,99.2,16,0.8,2116,2116,2064,97.5,44,2.1,10,0.5,14,0.7,0,0,0,0,2116,2116,51,2.4,19,0.9,4,0.2,0,0,28,1.3,2065,97.6,1004,(X),1520,1520
8600000US14428,14428, 14428,7814,7814,515,6.6,872,11.2,785,10,1459,18.7,744,9.5,621,7.9,760,9.7,46.6,(X),6451,6451,1269,1269,7814,7814,100,1.3,7714,98.7,100,1.3,7814,7814,7743,99.1,136,1.7,0,0,35,0.4,0,0,0,0,7814,7814,189,2.4,39,0.5,81,1,0,0,69,0.9,7625,97.6,3292,(X),6358,6358
8600000US14432,14432, 14432,6142,6142,373,6.1,633,10.3,712,11.6,826,13.4,579,9.4,302,4.9,530,8.6,42.8,(X),4822,4822,1235,1235,6142,6142,65,1.1,6077,98.9,65,1.1,6142,6142,5966,97.1,117,1.9,10,0.2,17,0.3,0,0,97,1.6,6142,6142,196,3.2,14,0.2,136,2.2,0,0,46,0.7,5946,96.8,2453,(X),4785,4785
8600000US14433,14433, 14433,4382,4382,378,8.6,428,9.8,420,9.6,484,11,346,7.9,249,5.7,360,8.2,32.8,(X),2961,2961,584,584,4382,4382,81,1.8,4301,98.2,81,1.8,4382,4382,4238,96.7,124,2.8,41,0.9,41,0.9,0,0,27,0.6,4382,4382,216,4.9,26,0.6,173,3.9,0,0,17,0.4,4166,95.1,1751,(X),2924,2924
8600000US14435,14435, 14435,2810,2810,187,6.7,249,8.9,238,8.5,570,20.3,350,12.5,258,9.2,296,10.5,48.7,(X),2397,2397,458,458,2810,2810,24,0.9,2786,99.1,24,0.9,2810,2810,2736,97.4,49,1.7,47,1.7,2,0.1,0,0,4,0.1,2810,2810,50,1.8,19,0.7,8,0.3,0,0,23,0.8,2760,98.2,1728,(X),2380,2380
8600000US14437,14437, 14437,11511,11511,839,7.3,1544,13.4,1690,14.7,2114,18.4,812,7.1,669,5.8,966,8.4,42.1,(X),9482,9482,1649,1649,11511,11511,220,1.9,11291,98.1,220,1.9,11511,11511,10512,91.3,958,8.3,95,0.8,30,0.3,23,0.2,138,1.2,11511,11511,456,4,131,1.1,214,1.9,30,0.3,81,0.7,11055,96,4630,(X),9367,9367
8600000US14441,14441, 14441,429,429,16,3.7,90,21,48,11.2,66,15.4,40,9.3,12,2.8,32,7.5,35,(X),331,331,48,48,429,429,15,3.5,414,96.5,15,3.5,429,429,429,100,0,0,15,3.5,0,0,0,0,0,0,429,429,81,18.9,77,17.9,4,0.9,0,0,0,0,348,81.1,229,(X),292,292
8600000US14445,14445, 14445,8006,8006,872,10.9,1303,16.3,960,12,878,11,613,7.7,502,6.3,637,8,35.2,(X),6299,6299,1076,1076,8006,8006,356,4.4,7650,95.6,356,4.4,8006,8006,7226,90.3,844,10.5,137,1.7,56,0.7,0,0,111,1.4,8006,8006,398,5,99,1.2,166,2.1,17,0.2,116,1.4,7608,95,3596,(X),6237,6237
8600000US14450,14450, 14450,41298,41298,1643,4,4359,10.6,4455,10.8,6915,16.7,3574,8.7,2969,7.2,4700,11.4,46.2,(X),32624,32624,8141,8141,41298,41298,641,1.6,40657,98.4,641,1.6,41298,41298,38652,93.6,915,2.2,210,0.5,1871,4.5,47,0.1,291,0.7,41298,41298,1424,3.4,299,0.7,370,0.9,49,0.1,706,1.7,39874,96.6,17742,(X),32023,32023
8600000US14454,14454, 14454,11267,11267,2955,26.2,836,7.4,629,5.6,605,5.4,633,5.6,713,6.3,654,5.8,22,(X),10015,10015,1422,1422,11267,11267,303,2.7,10964,97.3,303,2.7,11267,11267,10490,93.1,405,3.6,74,0.7,530,4.7,20,0.2,51,0.5,11267,11267,418,3.7,49,0.4,173,1.5,7,0.1,189,1.7,10849,96.3,3816,(X),9425,9425
8600000US14456,14456, 14456,19599,19599,2004,10.2,2275,11.6,1629,8.3,2353,12,1202,6.1,1619,8.3,1858,9.5,38.1,(X),16119,16119,3469,3469,19599,19599,580,3,19019,97,580,3,19599,19599,15990,81.6,1733,8.8,243,1.2,925,4.7,0,0,1311,6.7,19599,19599,2801,14.3,520,2.7,1942,9.9,33,0.2,306,1.6,16798,85.7,8697,(X),15295,15295
8600000US14462,14462, 14462,591,591,36,6.1,96,16.2,53,9,93,15.7,41,6.9,48,8.1,28,4.7,33.8,(X),426,426,51,51,591,591,16,2.7,575,97.3,16,2.7,591,591,578,97.8,16,2.7,0,0,5,0.8,0,0,8,1.4,591,591,8,1.4,8,1.4,0,0,0,0,0,0,583,98.6,230,(X),426,426
8600000US14464,14464, 14464,7614,7614,644,8.5,844,11.1,925,12.1,1165,15.3,644,8.5,516,6.8,625,8.2,39,(X),5798,5798,917,917,7614,7614,83,1.1,7531,98.9,83,1.1,7614,7614,7300,95.9,338,4.4,20,0.3,51,0.7,24,0.3,21,0.3,7614,7614,129,1.7,12,0.2,64,0.8,17,0.2,36,0.5,7485,98.3,3033,(X),5765,5765
8600000US14466,14466, 14466,1583,1583,79,5,138,8.7,287,18.1,146,9.2,163,10.3,194,12.3,290,18.3,52.8,(X),1376,1376,357,357,1583,1583,19,1.2,1564,98.8,19,1.2,1583,1583,1569,99.1,19,1.2,0,0,0,0,0,0,14,0.9,1583,1583,39,2.5,0,0,0,0,0,0,39,2.5,1544,97.5,829,(X),1357,1357
8600000US14467,14467, 14467,10413,10413,633,6.1,1313,12.6,1045,10,1614,15.5,663,6.4,806,7.7,1035,9.9,41.3,(X),8028,8028,1785,1785,10413,10413,206,2,10207,98,206,2,10413,10413,8443,81.1,955,9.2,39,0.4,908,8.7,3,0,271,2.6,10413,10413,305,2.9,0,0,263,2.5,0,0,42,0.4,10108,97.1,4252,(X),7831,7831
8600000US14468,14468, 14468,18320,18320,1164,6.4,1748,9.5,2416,13.2,2603,14.2,1730,9.4,1446,7.9,1489,8.1,40.7,(X),13733,13733,2376,2376,18320,18320,174,0.9,18146,99.1,174,0.9,18320,18320,17889,97.6,272,1.5,56,0.3,168,0.9,25,0.1,84,0.5,18320,18320,721,3.9,208,1.1,369,2,25,0.1,119,0.6,17599,96.1,7139,(X),13641,13641
8600000US14469,14469, 14469,6170,6170,332,5.4,567,9.2,681,11,1072,17.4,614,10,560,9.1,754,12.2,47,(X),4978,4978,1039,1039,6170,6170,50,0.8,6120,99.2,50,0.8,6170,6170,6095,98.8,56,0.9,35,0.6,8,0.1,0,0,30,0.5,6170,6170,82,1.3,15,0.2,58,0.9,0,0,9,0.1,6088,98.7,2720,(X),4958,4958
8600000US14470,14470, 14470,7815,7815,314,4,929,11.9,924,11.8,1439,18.4,709,9.1,470,6,677,8.7,44.6,(X),6284,6284,1236,1236,7815,7815,130,1.7,7685,98.3,130,1.7,7815,7815,7604,97.3,188,2.4,110,1.4,34,0.4,8,0.1,5,0.1,7815,7815,216,2.8,147,1.9,52,0.7,17,0.2,0,0,7599,97.2,3435,(X),6209,6209
8600000US14471,14471, 14471,2636,2636,172,6.5,175,6.6,208,7.9,468,17.8,256,9.7,221,8.4,341,12.9,48.1,(X),2100,2100,452,452,2636,2636,89,3.4,2547,96.6,89,3.4,2636,2636,2572,97.6,85,3.2,144,5.5,9,0.3,0,0,0,0,2636,2636,253,9.6,0,0,21,0.8,13,0.5,219,8.3,2383,90.4,1963,(X),2100,2100
8600000US14472,14472, 14472,8297,8297,413,5,739,8.9,617,7.4,1659,20,662,8,665,8,824,9.9,45.8,(X),6209,6209,1305,1305,8297,8297,83,1,8214,99,83,1,8297,8297,8090,97.5,54,0.7,34,0.4,202,2.4,0,0,0,0,8297,8297,114,1.4,24,0.3,2,0,0,0,88,1.1,8183,98.6,3359,(X),6146,6146
8600000US14475,14475, 14475,257,257,0,0,16,6.2,36,14,32,12.5,12,4.7,21,8.2,52,20.2,46.7,(X),191,191,74,74,257,257,0,0,257,100,0,0,257,257,249,96.9,0,0,0,0,0,0,0,0,8,3.1,257,257,33,12.8,0,0,0,0,0,0,33,12.8,224,87.2,126,(X),167,167
8600000US14476,14476, 14476,2285,2285,129,5.6,261,11.4,234,10.2,280,12.3,151,6.6,174,7.6,243,10.6,39.2,(X),1639,1639,367,367,2285,2285,20,0.9,2265,99.1,20,0.9,2285,2285,2232,97.7,15,0.7,21,0.9,0,0,0,0,37,1.6,2285,2285,91,4,9,0.4,4,0.2,0,0,78,3.4,2194,96,1005,(X),1624,1624
8600000US14477,14477, 14477,1540,1540,91,5.9,98,6.4,213,13.8,297,19.3,191,12.4,153,9.9,144,9.4,49.6,(X),1281,1281,219,219,1540,1540,30,1.9,1510,98.1,30,1.9,1540,1540,1530,99.4,20,1.3,20,1.3,30,1.9,10,0.6,0,0,1540,1540,23,1.5,0,0,23,1.5,0,0,0,0,1517,98.5,770,(X),1281,1281
8600000US14478,14478, 14478,1429,1429,379,26.5,23,1.6,89,6.2,33,2.3,66,4.6,35,2.4,115,8,20.9,(X),1278,1278,185,185,1429,1429,10,0.7,1419,99.3,10,0.7,1429,1429,1158,81,73,5.1,31,2.2,121,8.5,0,0,56,3.9,1429,1429,77,5.4,0,0,56,3.9,0,0,21,1.5,1352,94.6,650,(X),1157,1157
8600000US14479,14479, 14479,207,207,13,6.3,23,11.1,0,0,63,30.4,20,9.7,8,3.9,8,3.9,48.8,(X),156,156,29,29,207,207,0,0,207,100,0,0,207,207,207,100,0,0,0,0,0,0,0,0,0,0,207,207,0,0,0,0,0,0,0,0,0,0,207,100,118,(X),156,156
8600000US14480,14480, 14480,1049,1049,41,3.9,102,9.7,32,3.1,234,22.3,57,5.4,98,9.3,134,12.8,47.7,(X),764,764,200,200,1049,1049,0,0,1049,100,0,0,1049,1049,902,86,68,6.5,0,0,79,7.5,0,0,0,0,1049,1049,0,0,0,0,0,0,0,0,0,0,1049,100,360,(X),764,764
8600000US14481,14481, 14481,1818,1818,83,4.6,251,13.8,200,11,335,18.4,146,8,142,7.8,169,9.3,45.8,(X),1515,1515,329,329,1818,1818,23,1.3,1795,98.7,23,1.3,1818,1818,1701,93.6,34,1.9,19,1,9,0.5,0,0,78,4.3,1818,1818,94,5.2,51,2.8,43,2.4,0,0,0,0,1724,94.8,905,(X),1511,1511
8600000US14482,14482, 14482,8304,8304,528,6.4,1133,13.6,946,11.4,1051,12.7,732,8.8,426,5.1,797,9.6,39,(X),6402,6402,1349,1349,8304,8304,287,3.5,8017,96.5,287,3.5,8304,8304,8045,96.9,447,5.4,59,0.7,0,0,0,0,40,0.5,8304,8304,162,2,40,0.5,23,0.3,0,0,99,1.2,8142,98,3774,(X),6374,6374
8600000US14485,14485, 14485,4243,4243,262,6.2,451,10.6,475,11.2,568,13.4,383,9,299,7,511,12,41.7,(X),3438,3438,743,743,4243,4243,80,1.9,4163,98.1,80,1.9,4243,4243,4020,94.7,27,0.6,25,0.6,149,3.5,3,0.1,99,2.3,4243,4243,165,3.9,0,0,142,3.3,0,0,23,0.5,4078,96.1,1824,(X),3380,3380
8600000US14486,14486, 14486,349,349,38,10.9,27,7.7,18,5.2,38,10.9,37,10.6,69,19.8,65,18.6,56.9,(X),326,326,95,95,349,349,11,3.2,338,96.8,11,3.2,349,349,343,98.3,6,1.7,11,3.2,0,0,0,0,0,0,349,349,0,0,0,0,0,0,0,0,0,0,349,100,158,(X),326,326
8600000US14487,14487, 14487,5859,5859,467,8,615,10.5,577,9.8,1073,18.3,309,5.3,401,6.8,568,9.7,43,(X),4522,4522,955,955,5859,5859,106,1.8,5753,98.2,106,1.8,5859,5859,5770,98.5,56,1,15,0.3,86,1.5,12,0.2,26,0.4,5859,5859,65,1.1,39,0.7,26,0.4,0,0,0,0,5794,98.9,2646,(X),4502,4502
8600000US14489,14489, 14489,6998,6998,577,8.2,829,11.8,616,8.8,1025,14.6,552,7.9,445,6.4,769,11,44.3,(X),5714,5714,1411,1411,6998,6998,177,2.5,6821,97.5,177,2.5,6998,6998,6450,92.2,539,7.7,20,0.3,26,0.4,0,0,140,2,6998,6998,370,5.3,98,1.4,174,2.5,6,0.1,92,1.3,6628,94.7,3064,(X),5657,5657
8600000US14502,14502, 14502,10960,10960,453,4.1,1004,9.2,1503,13.7,1867,17,740,6.8,753,6.9,874,8,42.5,(X),8177,8177,1655,1655,10960,10960,199,1.8,10761,98.2,199,1.8,10960,10960,10717,97.8,212,1.9,83,0.8,98,0.9,4,0,45,0.4,10960,10960,259,2.4,7,0.1,150,1.4,0,0,102,0.9,10701,97.6,4399,(X),8088,8088
8600000US14504,14504, 14504,1873,1873,153,8.2,294,15.7,157,8.4,249,13.3,115,6.1,163,8.7,158,8.4,36.8,(X),1465,1465,304,304,1873,1873,20,1.1,1853,98.9,20,1.1,1873,1873,1871,99.9,5,0.3,17,0.9,0,0,0,0,0,0,1873,1873,46,2.5,29,1.5,17,0.9,0,0,0,0,1827,97.5,813,(X),1451,1451
8600000US14505,14505, 14505,5082,5082,247,4.9,625,12.3,570,11.2,710,14,524,10.3,394,7.8,578,11.4,43.5,(X),3977,3977,797,797,5082,5082,149,2.9,4933,97.1,149,2.9,5082,5082,4952,97.4,206,4.1,68,1.3,0,0,0,0,5,0.1,5082,5082,101,2,5,0.1,47,0.9,0,0,49,1,4981,98,2133,(X),3951,3951
8600000US14506,14506, 14506,1468,1468,80,5.4,57,3.9,126,8.6,486,33.1,92,6.3,82,5.6,105,7.2,46.5,(X),1205,1205,195,195,1468,1468,0,0,1468,100,0,0,1468,1468,1458,99.3,0,0,10,0.7,0,0,0,0,0,0,1468,1468,0,0,0,0,0,0,0,0,0,0,1468,100,591,(X),1196,1196
8600000US14507,14507, 14507,1315,1315,116,8.8,143,10.9,118,9,147,11.2,132,10,86,6.5,160,12.2,41.6,(X),1023,1023,251,251,1315,1315,24,1.8,1291,98.2,24,1.8,1315,1315,1267,96.3,35,2.7,15,1.1,3,0.2,2,0.2,17,1.3,1315,1315,44,3.3,19,1.4,16,1.2,1,0.1,8,0.6,1271,96.7,902,(X),1016,1016
