Id,Id2,Geography,Estimate; Total:,Estimate; Owner-occupied housing units:,Estimate; Owner-occupied housing units: - Less than high school graduate,Estimate; Owner-occupied housing units: - High school graduate (including equivalency),Estimate; Owner-occupied housing units: - Some college or associate's degree,Estimate; Owner-occupied housing units: - Bachelor's degree or higher,Estimate; Renter-occupied housing units:,Estimate; Renter-occupied housing units: - Less than high school graduate,Estimate; Renter-occupied housing units: - High school graduate (including equivalency),Estimate; Renter-occupied housing units: - Some college or associate's degree,Estimate; Renter-occupied housing units: - Bachelor's degree or higher
8600000US13863,13863, 13863,220,172,14,104,47,7,48,4,25,17,2
8600000US13864,13864, 13864,485,280,0,164,66,50,205,83,51,47,24
8600000US13865,13865, 13865,2275,2065,132,679,769,485,210,51,100,35,24
8600000US13901,13901, 13901,8252,4832,234,1287,1660,1651,3420,577,1123,1273,447
8600000US13902,13902, 13902,8,8,0,0,0,8,0,0,0,0,0
8600000US13903,13903, 13903,7726,5101,264,1214,1799,1824,2625,510,882,693,540
8600000US13904,13904, 13904,3763,2578,119,959,791,709,1185,175,328,558,124
8600000US13905,13905, 13905,11398,5687,355,1331,1801,2200,5711,870,1449,1925,1467
8600000US14001,14001, 14001,4070,3116,272,1089,888,867,954,47,262,451,194
8600000US14004,14004, 14004,4114,3516,122,1105,1220,1069,598,65,236,183,114
8600000US14005,14005, 14005,710,590,27,227,254,82,120,2,53,45,20
8600000US14006,14006, 14006,4279,3554,201,1273,1216,864,725,68,243,360,54
8600000US14008,14008, 14008,522,410,39,231,118,22,112,0,58,54,0
8600000US14009,14009, 14009,2325,1814,147,754,666,247,511,107,185,167,52
8600000US14011,14011, 14011,2575,1982,128,728,705,421,593,87,277,173,56
8600000US14012,14012, 14012,905,712,62,285,252,113,193,13,77,89,14
8600000US14013,14013, 14013,731,641,41,275,232,93,90,33,22,25,10
8600000US14020,14020, 14020,9607,5968,269,1784,2229,1686,3639,610,1160,1233,636
8600000US14024,14024, 14024,657,594,50,235,233,76,63,14,19,13,17
8600000US14025,14025, 14025,1358,1058,36,299,409,314,300,29,73,131,67
8600000US14026,14026, 14026,350,235,0,95,90,50,115,0,86,29,0
8600000US14028,14028, 14028,646,579,16,168,212,183,67,0,9,40,18
8600000US14030,14030, 14030,652,548,46,245,202,55,104,15,45,30,14
8600000US14031,14031, 14031,3954,3182,57,623,826,1676,772,14,206,271,281
8600000US14032,14032, 14032,2969,2674,67,412,695,1500,295,0,99,146,50
8600000US14033,14033, 14033,872,717,44,119,164,390,155,28,35,57,35
8600000US14034,14034, 14034,764,704,33,255,267,149,60,5,40,15,0
8600000US14035,14035, 14035,33,17,0,5,6,6,16,0,0,16,0
8600000US14036,14036, 14036,2078,1732,125,686,533,388,346,39,133,86,88
8600000US14037,14037, 14037,418,348,0,166,156,26,70,21,0,14,35
8600000US14039,14039, 14039,43,31,0,17,11,3,12,3,3,6,0
8600000US14040,14040, 14040,839,703,45,327,261,70,136,8,31,55,42
8600000US14041,14041, 14041,60,41,11,13,13,4,19,0,16,0,3
8600000US14042,14042, 14042,1586,1144,155,473,336,180,442,93,177,143,29
8600000US14043,14043, 14043,11034,7618,446,2527,2594,2051,3416,184,1381,1169,682
8600000US14047,14047, 14047,2577,2197,129,724,804,540,380,0,182,120,78
8600000US14048,14048, 14048,6158,3915,448,1303,1328,836,2243,396,995,612,240
8600000US14051,14051, 14051,7563,6465,119,767,1188,4391,1098,74,217,255,552
8600000US14052,14052, 14052,6664,5544,175,1142,1538,2689,1120,92,280,319,429
8600000US14054,14054, 14054,562,435,11,178,163,83,127,12,52,29,34
8600000US14055,14055, 14055,568,471,23,181,153,114,97,10,51,27,9
8600000US14057,14057, 14057,3245,2756,83,832,868,973,489,66,294,84,45
8600000US14058,14058, 14058,746,619,50,190,248,131,127,21,50,26,30
8600000US14059,14059, 14059,4104,3521,109,877,1186,1349,583,16,226,71,270
8600000US14060,14060, 14060,154,146,44,53,43,6,8,0,8,0,0
8600000US14061,14061, 14061,137,105,5,30,59,11,32,10,8,14,0
8600000US14062,14062, 14062,1290,1087,130,461,321,175,203,38,65,91,9
8600000US14063,14063, 14063,5092,3534,58,878,1066,1532,1558,88,496,571,403
8600000US14065,14065, 14065,708,626,70,320,160,76,82,16,33,6,27
8600000US14066,14066, 14066,490,409,35,181,143,50,81,13,33,33,2
8600000US14067,14067, 14067,2073,1578,174,537,559,308,495,7,221,237,30
8600000US14068,14068, 14068,2774,2086,35,258,511,1282,688,125,178,251,134
8600000US14069,14069, 14069,362,309,40,79,54,136,53,0,47,6,0
8600000US14070,14070, 14070,2177,1508,112,581,510,305,669,137,229,228,75
8600000US14072,14072, 14072,8044,6537,248,1093,2010,3186,1507,13,472,493,529
8600000US14075,14075, 14075,17906,13685,584,3225,4236,5640,4221,258,1319,1577,1067
8600000US14080,14080, 14080,1685,1410,69,522,514,305,275,30,112,59,74
8600000US14081,14081, 14081,1336,935,76,318,354,187,401,19,194,91,97
8600000US14082,14082, 14082,216,190,10,91,51,38,26,12,0,14,0
8600000US14085,14085, 14085,2561,2490,65,679,771,975,71,0,0,57,14
8600000US14086,14086, 14086,12914,10848,405,2691,3036,4716,2066,93,887,715,371
8600000US14091,14091, 14091,411,349,43,130,92,84,62,8,15,31,8
8600000US14092,14092, 14092,4862,3988,126,815,1306,1741,874,26,239,320,289
8600000US14094,14094, 14094,20233,14667,845,4564,4900,4358,5566,993,1611,2249,713
8600000US14098,14098, 14098,1164,943,101,307,384,151,221,65,98,49,9
8600000US14101,14101, 14101,661,562,41,262,175,84,99,0,59,40,0
8600000US14102,14102, 14102,467,409,60,144,70,135,58,0,44,14,0
8600000US14103,14103, 14103,4524,3218,229,1156,1204,629,1306,198,449,490,169
8600000US14105,14105, 14105,1754,1379,45,532,528,274,375,45,156,120,54
8600000US14108,14108, 14108,2295,2019,153,812,577,477,276,93,54,91,38
8600000US14109,14109, 14109,0,0,0,0,0,0,0,0,0,0,0
8600000US14111,14111, 14111,1316,1087,54,450,278,305,229,36,85,64,44
8600000US14112,14112, 14112,0,0,0,0,0,0,0,0,0,0,0
8600000US14113,14113, 14113,289,227,6,103,69,49,62,2,18,36,6
8600000US14120,14120, 14120,18727,13687,603,3698,4843,4543,5040,528,1903,1766,843
8600000US14125,14125, 14125,1384,1104,120,466,351,167,280,89,92,80,19
8600000US14126,14126, 14126,255,196,19,58,88,31,59,0,59,0,0
8600000US14127,14127, 14127,11999,9239,162,1744,2401,4932,2760,111,769,985,895
8600000US14129,14129, 14129,597,459,13,179,212,55,138,20,62,30,26
8600000US14130,14130, 14130,64,54,3,23,14,14,10,4,0,3,3
8600000US14131,14131, 14131,2057,1843,232,703,528,380,214,17,10,136,51
8600000US14132,14132, 14132,2446,2000,126,661,664,549,446,16,91,305,34
8600000US14134,14134, 14134,45,38,12,10,5,11,7,0,0,7,0
8600000US14135,14135, 14135,49,27,13,5,9,0,22,0,16,0,6
8600000US14136,14136, 14136,2098,1679,128,450,661,440,419,40,203,113,63
8600000US14138,14138, 14138,773,636,90,282,189,75,137,26,55,44,12
8600000US14139,14139, 14139,997,863,19,281,226,337,134,0,48,18,68
8600000US14141,14141, 14141,3148,2301,147,753,737,664,847,27,456,303,61
8600000US14143,14143, 14143,500,406,61,165,88,92,94,13,39,27,15
8600000US14145,14145, 14145,661,532,28,237,160,107,129,26,61,42,0
8600000US14150,14150, 14150,18762,13371,801,3646,4583,4341,5391,409,1643,1978,1361
8600000US14167,14167, 14167,702,587,18,286,199,84,115,12,51,47,5
8600000US14168,14168, 14168,13,5,0,5,0,0,8,0,0,0,8
8600000US14169,14169, 14169,67,44,6,7,23,8,23,0,0,23,0
8600000US14170,14170, 14170,1032,857,0,233,367,257,175,10,82,83,0
8600000US14171,14171, 14171,878,729,46,353,186,144,149,17,59,59,14
8600000US14172,14172, 14172,1237,1019,62,373,295,289,218,10,58,119,31
8600000US14173,14173, 14173,164,86,27,29,0,30,78,8,42,0,28
8600000US14174,14174, 14174,2270,1870,97,491,601,681,400,24,185,105,86
8600000US14201,14201, 14201,5614,1383,73,231,297,782,4231,1025,989,1214,1003
8600000US14202,14202, 14202,1655,456,0,28,82,346,1199,141,207,362,489
8600000US14203,14203, 14203,1021,5,5,0,0,0,1016,138,216,245,417
8600000US14204,14204, 14204,4125,1438,251,317,639,231,2687,656,918,928,185
8600000US14206,14206, 14206,8763,5513,680,2070,1735,1028,3250,576,1293,1087,294
8600000US14207,14207, 14207,9507,3071,378,1043,977,673,6436,1411,2115,2177,733
8600000US14208,14208, 14208,4362,1827,274,423,662,468,2535,380,713,1156,286
8600000US14209,14209, 14209,3836,1132,73,150,381,528,2704,365,527,863,949
8600000US14210,14210, 14210,6181,2940,390,1012,971,567,3241,728,970,1233,310
8600000US14211,14211, 14211,9068,3409,426,904,1399,680,5659,1398,1884,2000,377
8600000US14212,14212, 14212,4569,2069,382,661,729,297,2500,729,605,985,181
8600000US14213,14213, 14213,9087,3151,433,671,872,1175,5936,1861,1578,1401,1096
8600000US14214,14214, 14214,7824,3466,164,454,846,2002,4358,426,916,1640,1376
8600000US14215,14215, 14215,16585,7714,939,1791,3009,1975,8871,1251,2496,4391,733
8600000US14216,14216, 14216,10488,5191,389,710,1072,3020,5297,550,994,1845,1908
8600000US14217,14217, 14217,10752,7003,263,1380,2518,2842,3749,423,906,1430,990
8600000US14218,14218, 14218,7888,4152,551,1461,1364,776,3736,793,1436,1180,327
8600000US14219,14219, 14219,5300,3353,228,1200,1163,762,1947,173,809,661,304
8600000US14220,14220, 14220,9878,6427,574,1771,2092,1990,3451,339,1124,1350,638
8600000US14221,14221, 14221,22869,17074,458,2145,4030,10441,5795,215,1422,1200,2958
8600000US14222,14222, 14222,6734,2248,66,89,368,1725,4486,366,473,1084,2563
8600000US14223,14223, 14223,10091,8342,299,2082,2209,3752,1749,212,395,596,546
8600000US14224,14224, 14224,17638,13687,711,3824,4670,4482,3951,313,1278,1454,906
8600000US14225,14225, 14225,15299,10652,670,3696,3581,2705,4647,383,1666,1632,966
8600000US14226,14226, 14226,12466,9075,252,1183,2141,5499,3391,174,611,1067,1539
8600000US14227,14227, 14227,10597,7019,533,2553,2484,1449,3578,408,1218,1030,922
8600000US14228,14228, 14228,9249,4857,127,840,1091,2799,4392,299,846,1717,1530
8600000US14261,14261, 14261,8,0,0,0,0,0,8,0,0,8,0
8600000US14301,14301, 14301,5468,2298,286,945,731,336,3170,642,1044,1063,421
8600000US14302,14302, 14302,17,0,0,0,0,0,17,0,17,0,0
8600000US14303,14303, 14303,2526,1065,122,479,356,108,1461,204,590,476,191
8600000US14304,14304, 14304,12824,9528,619,3448,3335,2126,3296,404,1353,1081,458
8600000US14305,14305, 14305,6826,4017,322,1476,1082,1137,2809,460,1032,1011,306
8600000US14411,14411, 14411,4981,3431,302,1303,951,875,1550,298,778,447,27
8600000US14414,14414, 14414,2963,2118,73,482,709,854,845,45,360,360,80
8600000US14415,14415, 14415,76,62,27,20,10,5,14,0,14,0,0
8600000US14416,14416, 14416,1427,1103,26,393,405,279,324,61,111,127,25
8600000US14418,14418, 14418,523,471,34,102,176,159,52,0,0,40,12
8600000US14420,14420, 14420,7127,4485,141,1048,1502,1794,2642,177,755,1123,587
8600000US14422,14422, 14422,964,793,82,248,293,170,171,5,71,69,26
8600000US14423,14423, 14423,1886,1463,136,472,506,349,423,33,149,191,50
8600000US14424,14424, 14424,11911,8169,230,1736,2476,3727,3742,166,1198,1613,765
8600000US14425,14425, 14425,4727,3314,11,614,1107,1582,1413,99,282,548,484
8600000US14427,14427, 14427,824,666,23,296,227,120,158,18,84,43,13
8600000US14428,14428, 14428,3114,2624,224,583,814,1003,490,0,96,171,223
8600000US14432,14432, 14432,2307,1822,125,494,698,505,485,76,157,201,51
8600000US14433,14433, 14433,1473,1183,165,422,462,134,290,50,128,105,7
8600000US14435,14435, 14435,1230,1114,86,302,399,327,116,15,39,46,16
8600000US14437,14437, 14437,4129,3028,337,1048,978,665,1101,247,465,349,40
8600000US14441,14441, 14441,148,109,21,32,23,33,39,0,25,10,4
8600000US14445,14445, 14445,3425,1908,97,362,657,792,1517,119,388,563,447
8600000US14450,14450, 14450,16982,13200,182,1416,3172,8430,3782,321,956,1098,1407
8600000US14454,14454, 14454,3321,1701,61,297,391,952,1620,184,510,733,193
8600000US14456,14456, 14456,7768,4646,307,1206,1564,1569,3122,596,891,984,651
8600000US14462,14462, 14462,204,173,16,40,57,60,31,13,5,13,0
8600000US14464,14464, 14464,2763,2449,98,774,944,633,314,22,184,78,30
8600000US14466,14466, 14466,700,636,0,168,356,112,64,17,23,24,0
8600000US14467,14467, 14467,4026,2608,148,540,788,1132,1418,111,588,455,264
8600000US14468,14468, 14468,6659,5564,126,1417,2196,1825,1095,56,430,479,130
8600000US14469,14469, 14469,2520,2152,112,597,838,605,368,27,113,203,25
8600000US14470,14470, 14470,3216,2556,254,964,841,497,660,187,320,129,24
8600000US14471,14471, 14471,990,804,51,259,236,258,186,12,87,10,77
8600000US14472,14472, 14472,3178,2515,69,265,733,1448,663,42,164,285,172
8600000US14475,14475, 14475,108,103,0,9,19,75,5,0,0,0,5
8600000US14476,14476, 14476,878,687,32,224,262,169,191,12,35,125,19
8600000US14477,14477, 14477,642,560,20,234,155,151,82,0,39,43,0
8600000US14478,14478, 14478,244,230,10,81,43,96,14,0,0,14,0
8600000US14479,14479, 14479,94,85,20,49,16,0,9,9,0,0,0
8600000US14480,14480, 14480,360,250,0,143,53,54,110,0,60,50,0
8600000US14481,14481, 14481,817,614,30,232,214,138,203,42,102,23,36
8600000US14482,14482, 14482,3509,2520,154,858,763,745,989,165,288,408,128
8600000US14485,14485, 14485,1646,1259,48,308,434,469,387,20,129,195,43
8600000US14486,14486, 14486,158,148,0,35,69,44,10,0,10,0,0
8600000US14487,14487, 14487,2356,1939,106,406,731,696,417,88,116,127,86
8600000US14489,14489, 14489,2731,1930,200,757,609,364,801,89,343,240,129
8600000US14502,14502, 14502,4204,3464,164,722,1222,1356,740,110,245,296,89
8600000US14504,14504, 14504,781,571,67,208,206,90,210,11,89,71,39
8600000US14505,14505, 14505,2004,1740,158,682,482,418,264,41,128,66,29
8600000US14506,14506, 14506,529,529,0,44,101,384,0,0,0,0,0
8600000US14507,14507, 14507,498,413,27,106,136,144,85,16,9,60,0
8600000US14510,14510, 14510,1859,1229,184,388,437,220,630,96,191,266,77
8600000US14511,14511, 14511,221,150,0,0,120,30,71,0,0,29,42
8600000US14512,14512, 14512,1949,1661,64,484,586,527,288,35,146,75,32
8600000US14513,14513, 14513,5827,3695,162,1415,1162,956,2132,206,866,839,221
8600000US14514,14514, 14514,2623,1802,39,325,569,869,821,68,242,342,169
8600000US14516,14516, 14516,938,824,88,264,282,190,114,20,67,23,4
8600000US14517,14517, 14517,1247,925,125,401,226,173,322,23,163,120,16
8600000US14519,14519, 14519,5002,4064,53,1041,1688,1282,938,196,207,403,132
8600000US14521,14521, 14521,954,727,109,188,224,206,227,53,56,97,21
8600000US14522,14522, 14522,3892,2819,200,873,978,768,1073,169,299,522,83
8600000US14525,14525, 14525,994,853,75,345,296,137,141,3,58,44,36
8600000US14526,14526, 14526,8268,6990,249,740,1796,4205,1278,156,286,393,443
8600000US14527,14527, 14527,4976,3611,512,1078,1001,1020,1365,252,500,391,222
8600000US14529,14529, 14529,47,47,0,24,23,0,0,0,0,0,0
8600000US14530,14530, 14530,2162,1518,102,555,582,279,644,57,208,248,131
8600000US14532,14532, 14532,1677,1203,93,353,487,270,474,42,153,200,79
8600000US14533,14533, 14533,733,571,39,241,124,167,162,30,72,52,8
8600000US14534,14534, 14534,11997,10869,66,698,1603,8502,1128,19,208,201,700
8600000US14536,14536, 14536,251,201,16,66,87,32,50,2,32,13,3
8600000US14537,14537, 14537,55,40,9,0,31,0,15,0,15,0,0
8600000US14539,14539, 14539,59,59,0,33,26,0,0,0,0,0,0
8600000US14541,14541, 14541,941,704,79,239,207,179,237,31,55,98,53
8600000US14542,14542, 14542,20,15,0,6,5,4,5,5,0,0,0
8600000US14543,14543, 14543,1254,1093,33,213,276,571,161,25,89,19,28
8600000US14544,14544, 14544,750,586,49,175,225,137,164,20,80,56,8
8600000US14545,14545, 14545,63,63,8,23,16,16,0,0,0,0,0
8600000US14546,14546, 14546,1872,1289,33,222,474,560,583,61,200,230,92
8600000US14548,14548, 14548,1573,1342,115,537,394,296,231,14,119,82,16
8600000US14549,14549, 14549,23,10,0,0,0,10,13,0,4,9,0
8600000US14550,14550, 14550,705,557,44,238,162,113,148,28,68,44,8
8600000US14551,14551, 14551,2012,1595,213,563,504,315,417,33,215,149,20
8600000US14555,14555, 14555,544,463,16,117,214,116,81,3,40,30,8
8600000US14559,14559, 14559,6740,5255,209,1141,1761,2144,1485,71,537,546,331
8600000US14560,14560, 14560,864,782,67,268,212,235,82,26,20,31,5
8600000US14561,14561, 14561,1126,944,48,273,316,307,182,0,73,55,54
8600000US14564,14564, 14564,5779,4738,105,729,950,2954,1041,19,339,309,374
8600000US14568,14568, 14568,2115,1994,53,427,726,788,121,7,36,56,22
8600000US14569,14569, 14569,2619,1606,75,527,674,330,1013,300,351,315,47
8600000US14571,14571, 14571,456,434,51,163,134,86,22,0,0,13,9
8600000US14572,14572, 14572,2151,1648,140,699,534,275,503,163,145,188,7
8600000US14580,14580, 14580,20939,15887,576,2278,4633,8400,5052,337,1295,1603,1817
8600000US14585,14585, 14585,60,60,5,33,5,17,0,0,0,0,0
8600000US14586,14586, 14586,4143,2947,115,471,771,1590,1196,59,337,409,391
8600000US14588,14588, 14588,64,55,5,32,18,0,9,0,0,0,9
8600000US14589,14589, 14589,2978,2232,249,627,705,651,746,102,396,184,64
8600000US14590,14590, 14590,2130,1627,173,719,455,280,503,119,192,135,57
8600000US14591,14591, 14591,637,554,25,173,182,174,83,4,37,28,14
8600000US14592,14592, 14592,111,72,0,49,12,11,39,0,39,0,0
8600000US14604,14604, 14604,1442,0,0,0,0,0,1442,244,340,384,474
8600000US14605,14605, 14605,4581,1017,243,152,383,239,3564,1235,1033,913,383
8600000US14606,14606, 14606,11342,6219,840,1878,2030,1471,5123,1270,1860,1407,586
8600000US14607,14607, 14607,9515,1568,30,79,252,1207,7947,382,1111,2319,4135
8600000US14608,14608, 14608,5142,999,72,307,298,322,4143,1145,1189,1220,589
8600000US14609,14609, 14609,17532,10748,1167,2696,3164,3721,6784,1437,2107,2397,843
8600000US14610,14610, 14610,6908,3963,93,362,715,2793,2945,224,471,849,1401
8600000US14611,14611, 14611,6686,2233,316,601,882,434,4453,1319,1501,1383,250
8600000US14612,14612, 14612,15008,10770,751,2406,3816,3797,4238,511,1470,1606,651
8600000US14613,14613, 14613,4853,1711,142,357,656,556,3142,770,1093,1101,178
8600000US14614,14614, 14614,53,0,0,0,0,0,53,15,0,0,38
8600000US14615,14615, 14615,7054,3748,308,943,1394,1103,3306,753,973,1215,365
8600000US14616,14616, 14616,12149,8599,496,2964,2806,2333,3550,443,1346,1121,640
8600000US14617,14617, 14617,9483,8145,343,1488,2302,4012,1338,150,468,345,375
8600000US14618,14618, 14618,8440,6457,60,399,1057,4941,1983,29,148,294,1512
8600000US14619,14619, 14619,5309,2676,258,729,841,848,2633,442,780,1166,245
8600000US14620,14620, 14620,11232,3702,113,352,753,2484,7530,601,1466,2185,3278
8600000US14621,14621, 14621,12690,4115,891,1335,1278,611,8575,2813,2521,2787,454
8600000US14622,14622, 14622,5536,4323,214,1304,1433,1372,1213,148,656,261,148
8600000US14623,14623, 14623,8598,4717,509,1090,1382,1736,3881,184,762,1114,1821
8600000US14624,14624, 14624,13979,11330,559,2899,3545,4327,2649,304,678,1025,642
8600000US14625,14625, 14625,4354,3823,193,402,1106,2122,531,54,152,103,222
8600000US14626,14626, 14626,12853,8865,553,2269,2855,3188,3988,416,1125,1429,1018
8600000US14627,14627, 14627,0,0,0,0,0,0,0,0,0,0,0
8600000US14701,14701, 14701,16728,9913,601,3089,3570,2653,6815,1175,2442,2499,699
8600000US14706,14706, 14706,2646,2083,108,714,630,631,563,18,165,324,56
8600000US14707,14707, 14707,101,91,0,49,18,24,10,5,5,0,0
8600000US14708,14708, 14708,52,50,2,8,35,5,2,2,0,0,0
8600000US14709,14709, 14709,596,494,59,180,147,108,102,3,36,39,24
8600000US14710,14710, 14710,1340,1185,72,471,339,303,155,30,58,33,34
8600000US14711,14711, 14711,746,539,108,162,157,112,207,32,84,69,22
8600000US14712,14712, 14712,1414,1178,40,293,461,384,236,8,68,93,67
8600000US14714,14714, 14714,208,176,19,66,53,38,32,10,3,18,1
8600000US14715,14715, 14715,1133,804,84,301,282,137,329,51,187,81,10
8600000US14716,14716, 14716,852,560,56,202,199,103,292,66,64,129,33
8600000US14717,14717, 14717,235,175,0,59,65,51,60,3,16,39,2
8600000US14718,14718, 14718,887,709,109,252,226,122,178,26,43,49,60
8600000US14719,14719, 14719,1352,1071,145,358,360,208,281,32,119,115,15
8600000US14720,14720, 14720,379,179,39,59,57,24,200,13,78,85,24
8600000US14721,14721, 14721,73,48,0,8,33,7,25,0,4,21,0
8600000US14722,14722, 14722,118,103,0,0,0,103,15,0,15,0,0
8600000US14723,14723, 14723,422,359,45,142,89,83,63,18,19,20,6
8600000US14724,14724, 14724,858,722,102,278,198,144,136,13,54,54,15
8600000US14726,14726, 14726,585,425,150,127,108,40,160,78,48,29,5
8600000US14727,14727, 14727,2174,1864,89,663,669,443,310,46,153,93,18
8600000US14728,14728, 14728,423,386,39,72,192,83,37,6,7,24,0
8600000US14729,14729, 14729,419,348,20,123,167,38,71,3,26,13,29
8600000US14731,14731, 14731,589,484,59,96,165,164,105,4,57,21,23
8600000US14732,14732, 14732,46,46,6,27,13,0,0,0,0,0,0
8600000US14733,14733, 14733,1575,1051,108,368,416,159,524,54,261,151,58
8600000US14735,14735, 14735,1180,888,167,362,194,165,292,33,88,126,45
8600000US14736,14736, 14736,106,75,0,35,20,20,31,0,21,4,6
8600000US14737,14737, 14737,1752,1418,135,483,494,306,334,42,176,108,8
8600000US14738,14738, 14738,1499,1237,125,518,347,247,262,103,99,60,0
8600000US14739,14739, 14739,1195,943,90,330,354,169,252,29,134,66,23
8600000US14740,14740, 14740,496,412,61,170,127,54,84,9,21,24,30
8600000US14741,14741, 14741,829,707,59,260,184,204,122,23,33,63,3
8600000US14742,14742, 14742,85,67,0,29,38,0,18,8,0,0,10
8600000US14743,14743, 14743,759,652,95,327,140,90,107,11,42,41,13
8600000US14744,14744, 14744,455,305,25,58,74,148,150,4,28,21,97
8600000US14747,14747, 14747,921,775,86,303,299,87,146,44,47,45,10
8600000US14748,14748, 14748,277,182,46,56,55,25,95,8,65,18,4
8600000US14750,14750, 14750,2058,1500,67,389,413,631,558,26,167,252,113
8600000US14752,14752, 14752,144,116,17,29,35,35,28,0,28,0,0
8600000US14753,14753, 14753,491,388,29,204,110,45,103,12,56,32,3
8600000US14754,14754, 14754,277,217,28,99,87,3,60,4,22,29,5
8600000US14755,14755, 14755,1237,967,61,436,297,173,270,54,111,81,24
8600000US14756,14756, 14756,48,48,0,0,19,29,0,0,0,0,0
8600000US14757,14757, 14757,1306,1061,85,282,412,282,245,6,58,119,62
8600000US14760,14760, 14760,8068,4623,198,1442,1376,1607,3445,616,1226,1116,487
8600000US14767,14767, 14767,674,546,94,156,216,80,128,18,75,28,7
8600000US14769,14769, 14769,408,357,93,97,111,56,51,0,34,10,7
8600000US14770,14770, 14770,1093,871,60,297,299,215,222,26,97,54,45
8600000US14772,14772, 14772,1481,1027,96,378,368,185,454,66,205,172,11
8600000US14774,14774, 14774,31,23,6,5,11,1,8,6,2,0,0
8600000US14775,14775, 14775,1019,850,140,305,252,153,169,31,83,48,7
8600000US14777,14777, 14777,254,209,21,59,72,57,45,0,23,18,4
8600000US14778,14778, 14778,0,0,0,0,0,0,0,0,0,0,0
8600000US14779,14779, 14779,2726,1563,139,696,492,236,1163,208,492,350,113
8600000US14781,14781, 14781,785,661,87,245,208,121,124,27,73,9,15
8600000US14782,14782, 14782,918,675,51,283,242,99,243,59,104,53,27
8600000US14783,14783, 14783,143,117,10,63,38,6,26,0,10,16,0
8600000US14784,14784, 14784,280,212,15,77,75,45,68,20,18,30,0
8600000US14787,14787, 14787,2057,1556,76,490,491,499,501,222,127,113,39
8600000US14788,14788, 14788,91,38,9,16,13,0,53,0,26,0,27
8600000US14801,14801, 14801,2105,1608,152,633,476,347,497,60,273,135,29
8600000US14802,14802, 14802,345,105,0,5,13,87,240,1,26,83,130
8600000US14803,14803, 14803,444,291,37,63,58,133,153,0,38,46,69
8600000US14804,14804, 14804,536,437,12,146,145,134,99,12,13,44,30
8600000US14805,14805, 14805,417,334,30,98,105,101,83,0,34,23,26
8600000US14806,14806, 14806,858,643,51,215,279,98,215,37,78,60,40
8600000US14807,14807, 14807,1234,952,67,324,396,165,282,34,121,110,17
8600000US14808,14808, 14808,200,166,16,76,51,23,34,4,30,0,0
8600000US14809,14809, 14809,968,709,48,304,234,123,259,34,111,89,25
8600000US14810,14810, 14810,5048,3219,262,1184,975,798,1829,222,1012,481,114
8600000US14812,14812, 14812,1174,1017,73,418,343,183,157,22,74,42,19
8600000US14813,14813, 14813,1056,777,37,325,255,160,279,24,120,87,48
8600000US14814,14814, 14814,644,525,15,98,98,314,119,0,16,49,54
8600000US14815,14815, 14815,386,331,30,138,78,85,55,0,27,28,0
8600000US14816,14816, 14816,144,134,0,101,33,0,10,0,6,4,0
8600000US14817,14817, 14817,842,580,29,202,115,234,262,46,43,51,122
8600000US14818,14818, 14818,971,789,78,249,205,257,182,0,51,11,120
8600000US14819,14819, 14819,257,211,53,104,38,16,46,11,27,8,0
8600000US14820,14820, 14820,313,254,25,141,75,13,59,33,11,15,0
8600000US14821,14821, 14821,1284,1155,158,416,368,213,129,33,59,32,5
8600000US14822,14822, 14822,481,374,23,175,112,64,107,20,61,12,14
8600000US14823,14823, 14823,1476,1160,86,471,356,247,316,43,215,46,12
8600000US14824,14824, 14824,241,205,14,88,71,32,36,6,19,9,2
8600000US14825,14825, 14825,331,241,0,126,57,58,90,6,55,29,0
8600000US14826,14826, 14826,805,693,78,226,247,142,112,20,39,39,14
8600000US14827,14827, 14827,97,97,0,15,51,31,0,0,0,0,0
8600000US14830,14830, 14830,8619,5472,351,1260,1810,2051,3147,311,1245,918,673
8600000US14836,14836, 14836,331,323,18,156,100,49,8,4,0,2,2
8600000US14837,14837, 14837,2170,1650,251,511,394,494,520,78,215,166,61
8600000US14838,14838, 14838,821,777,59,282,309,127,44,4,14,24,2
8600000US14839,14839, 14839,274,233,28,101,79,25,41,8,31,2,0
8600000US14840,14840, 14840,1378,1120,70,311,342,397,258,18,83,88,69
8600000US14841,14841, 14841,276,276,0,48,95,133,0,0,0,0,0
8600000US14842,14842, 14842,330,319,24,90,77,128,11,0,0,0,11
8600000US14843,14843, 14843,5324,3463,143,1261,1154,905,1861,236,709,666,250
8600000US14845,14845, 14845,8777,6502,190,1538,2195,2579,2275,258,701,828,488
8600000US14846,14846, 14846,355,310,50,126,94,40,45,7,10,28,0
8600000US14847,14847, 14847,1012,783,87,232,209,255,229,30,73,63,63
8600000US14850,14850, 14850,24673,11015,280,1304,1856,7575,13658,409,1749,3533,7967
8600000US14853,14853, 14853,0,0,0,0,0,0,0,0,0,0,0
8600000US14854,14854, 14854,21,21,0,0,0,21,0,0,0,0,0
8600000US14855,14855, 14855,305,270,58,107,95,10,35,19,9,4,3
8600000US14856,14856, 14856,90,29,0,0,29,0,61,33,28,0,0
8600000US14858,14858, 14858,567,475,56,205,131,83,92,27,27,28,10
8600000US14859,14859, 14859,321,294,15,121,134,24,27,8,19,0,0
8600000US14860,14860, 14860,537,437,68,142,125,102,100,5,43,31,21
