GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC03_VC03,HC01_VC13,HC03_VC13,HC01_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC24,HC02_VC24,HC03_VC24,HC04_VC24,HC01_VC35,HC02_VC35,HC03_VC35,HC04_VC35,HC01_VC41,HC02_VC41,HC03_VC41,HC04_VC41,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC109,HC02_VC109,HC03_VC109,HC04_VC109,HC01_VC113,HC02_VC113,HC03_VC113,HC04_VC113
8600000US14082,14082,ZCTA5 14082,474,474,41,8.6,43,9.1,6,35,24,7.4,5.3,102,57,21.5,8.7,71,32,15,7.7,59,42,12.4,8.7,56,52,11.8,10.6,51.9,5.7,(X),(X),431,128,431,(X),80,54,80,(X),474,136,474,(X),0,11,0,6.1,474,136,100,6.1,0,11,0,6.1,474,136,474,(X),474,136,100,6.1,0,11,0,6.1,0,11,0,6.1,0,11,0,6.1,0,11,0,6.1,0,11,0,6.1,474,136,474,(X),0,11,0,6.1,0,11,0,6.1,0,11,0,6.1,0,11,0,6.1,0,11,0,6.1,474,136,100,6.1,216,45,(X),(X),431,128,431,(X)
8600000US14085,14085,ZCTA5 14085,7245,7245,212,2.9,837,11.6,2.4,1014,179,14,2.1,1145,174,15.8,2.4,552,158,7.6,2.2,440,139,6.1,1.9,529,149,7.3,1.9,39.8,2.6,(X),(X),5350,409,5350,(X),948,189,948,(X),7245,519,7245,(X),0,16,0,0.4,7245,519,100,0.4,0,16,0,0.4,7245,519,7245,(X),7119,539,98.3,1.5,36,38,0.5,0.5,0,16,0,0.4,61,96,0.8,1.3,12,19,0.2,0.3,17,25,0.2,0.4,7245,519,7245,(X),105,119,1.4,1.6,3,6,0,0.1,88,116,1.2,1.6,0,16,0,0.4,14,25,0.2,0.3,7140,530,98.6,1.6,2765,140,(X),(X),5251,418,5251,(X)
8600000US14086,14086,ZCTA5 14086,32730,32730,1587,4.8,2959,9,1.1,4426,306,13.5,0.9,5479,469,16.7,1.4,2710,346,8.3,1.1,2122,290,6.5,0.9,3060,296,9.3,0.9,43.1,1.1,(X),(X),25231,593,25231,(X),5244,351,5244,(X),32730,569,32730,(X),193,91,0.6,0.3,32537,572,99.4,0.3,193,91,0.6,0.3,32730,569,32730,(X),32066,609,98,0.9,480,275,1.5,0.8,92,48,0.3,0.1,218,149,0.7,0.5,15,20,0,0.1,76,68,0.2,0.2,32730,569,32730,(X),579,295,1.8,0.9,17,19,0.1,0.1,384,256,1.2,0.8,31,49,0.1,0.1,147,95,0.4,0.3,32151,616,98.2,0.9,13537,408,(X),(X),25046,616,25046,(X)
8600000US14091,14091,ZCTA5 14091,1043,1043,62,5.9,137,13.1,7.4,96,47,9.2,4.1,166,68,15.9,5.6,95,41,9.1,4.2,35,25,3.4,2.5,174,71,16.7,7,41.7,11.2,(X),(X),794,139,794,(X),194,64,194,(X),1043,188,1043,(X),0,11,0,2.8,1043,188,100,2.8,0,11,0,2.8,1043,188,1043,(X),788,161,75.6,7.2,0,11,0,2.8,248,87,23.8,7.3,0,11,0,2.8,0,11,0,2.8,7,10,0.7,0.9,1043,188,1043,(X),18,20,1.7,1.9,0,11,0,2.8,11,17,1.1,1.7,0,11,0,2.8,7,10,0.7,0.9,1025,190,98.3,1.9,488,73,(X),(X),786,138,786,(X)
8600000US14092,14092,ZCTA5 14092,11331,11331,623,5.5,1087,9.6,1.8,1196,272,10.6,2.3,1407,217,12.4,1.9,867,205,7.7,1.8,1088,202,9.6,1.7,1357,203,12,1.9,51.8,2.2,(X),(X),9451,374,9451,(X),3059,218,3059,(X),11331,440,11331,(X),198,128,1.7,1.1,11133,443,98.3,1.1,198,128,1.7,1.1,11331,440,11331,(X),10502,434,92.7,1.8,181,97,1.6,0.9,397,109,3.5,0.9,278,178,2.5,1.6,32,41,0.3,0.4,152,149,1.3,1.3,11331,440,11331,(X),251,175,2.2,1.6,98,115,0.9,1,100,123,0.9,1.1,6,11,0.1,0.1,47,39,0.4,0.3,11080,489,97.8,1.6,5211,210,(X),(X),9173,398,9173,(X)
8600000US14094,14094,ZCTA5 14094,49308,49308,3278,6.6,6588,13.4,1,5676,455,11.5,0.9,6889,448,14,0.9,4052,410,8.2,0.8,3579,329,7.3,0.7,5174,377,10.5,0.8,42.4,1.4,(X),(X),39402,634,39402,(X),8395,444,8395,(X),49308,554,49308,(X),1230,338,2.5,0.7,48078,634,97.5,0.7,1230,338,2.5,0.7,49308,554,49308,(X),45872,786,93,1.2,2936,476,6,1,442,213,0.9,0.4,846,294,1.7,0.6,111,113,0.2,0.2,460,195,0.9,0.4,49308,554,49308,(X),1645,361,3.3,0.7,282,173,0.6,0.4,963,308,2,0.6,5,10,0,0.1,395,140,0.8,0.3,47663,699,96.7,0.7,22914,559,(X),(X),38734,640,38734,(X)
8600000US14098,14098,ZCTA5 14098,2988,2988,143,4.8,336,11.2,2.9,307,59,10.3,1.8,467,88,15.6,2.9,267,56,8.9,2,260,65,8.7,2.2,257,57,8.6,2,43,6.2,(X),(X),2244,151,2244,(X),395,71,395,(X),2988,246,2988,(X),66,47,2.2,1.6,2922,254,97.8,1.6,66,47,2.2,1.6,2988,246,2988,(X),2910,246,97.4,1.8,33,29,1.1,1,77,55,2.6,1.8,10,11,0.3,0.4,3,4,0.1,0.1,38,58,1.3,2,2988,246,2988,(X),109,92,3.6,3.1,50,60,1.7,2,57,59,1.9,2,0,11,0,1,2,3,0.1,0.1,2879,243,96.4,3.1,1663,137,(X),(X),2226,149,2226,(X)
8600000US14101,14101,ZCTA5 14101,1944,1944,89,4.6,156,8,3.6,171,56,8.8,2.9,269,71,13.8,3.2,168,48,8.6,2.6,141,51,7.3,2.6,173,60,8.9,3.1,44.8,6,(X),(X),1438,183,1438,(X),389,109,389,(X),1944,271,1944,(X),5,8,0.3,0.4,1939,271,99.7,0.4,5,8,0.3,0.4,1944,271,1944,(X),1944,271,100,1.5,0,11,0,1.5,5,8,0.3,0.4,0,11,0,1.5,0,11,0,1.5,0,11,0,1.5,1944,271,1944,(X),56,76,2.9,3.9,0,11,0,1.5,56,76,2.9,3.9,0,11,0,1.5,0,11,0,1.5,1888,275,97.1,3.9,1031,112,(X),(X),1427,181,1427,(X)
8600000US14102,14102,ZCTA5 14102,1312,1312,16,1.2,239,18.2,10,74,63,5.6,4.9,192,120,14.6,8.3,157,142,12,10.6,37,44,2.8,3.3,213,114,16.2,9.3,40.7,15.8,(X),(X),986,243,986,(X),257,124,257,(X),1312,357,1312,(X),0,11,0,2.3,1312,357,100,2.3,0,11,0,2.3,1312,357,1312,(X),1267,345,96.6,4.8,0,11,0,2.3,45,64,3.4,4.8,0,11,0,2.3,0,11,0,2.3,0,11,0,2.3,1312,357,1312,(X),0,11,0,2.3,0,11,0,2.3,0,11,0,2.3,0,11,0,2.3,0,11,0,2.3,1312,357,100,2.3,467,113,(X),(X),970,243,970,(X)
8600000US14103,14103,ZCTA5 14103,10531,10531,514,4.9,1391,13.2,2.1,1138,180,10.8,1.6,1428,178,13.6,1.7,862,127,8.2,1.2,675,134,6.4,1.3,1076,138,10.2,1.4,42.4,2.1,(X),(X),8255,243,8255,(X),1987,144,1987,(X),10531,319,10531,(X),283,134,2.7,1.3,10248,325,97.3,1.3,283,134,2.7,1.3,10531,319,10531,(X),9591,382,91.1,2.1,801,236,7.6,2.2,60,46,0.6,0.4,152,76,1.4,0.7,20,34,0.2,0.3,197,121,1.9,1.2,10531,319,10531,(X),509,173,4.8,1.6,76,80,0.7,0.8,397,140,3.8,1.3,16,25,0.2,0.2,20,24,0.2,0.2,10022,348,95.2,1.6,4930,183,(X),(X),8147,239,8147,(X)
8600000US14105,14105,ZCTA5 14105,4481,4481,207,4.6,527,11.8,2.8,478,126,10.7,2.5,815,159,18.2,3.4,408,101,9.1,2.2,243,85,5.4,1.8,382,109,8.5,2.3,43,4.6,(X),(X),3470,274,3470,(X),670,152,670,(X),4481,400,4481,(X),42,41,0.9,0.9,4439,406,99.1,0.9,42,41,0.9,0.9,4481,400,4481,(X),4388,409,97.9,1.5,41,44,0.9,1,42,40,0.9,0.9,6,9,0.1,0.2,0,11,0,0.7,46,45,1,1,4481,400,4481,(X),32,31,0.7,0.7,0,11,0,0.7,2,4,0,0.1,0,11,0,0.7,30,31,0.7,0.7,4449,405,99.3,0.7,1874,131,(X),(X),3451,269,3451,(X)
8600000US14108,14108,ZCTA5 14108,6206,6206,410,6.6,735,11.8,3.3,793,170,12.8,2.6,1043,232,16.8,3.4,237,88,3.8,1.4,351,122,5.7,2,628,138,10.1,2.5,41.9,4.2,(X),(X),4844,336,4844,(X),1195,186,1195,(X),6206,428,6206,(X),26,42,0.4,0.7,6180,426,99.6,0.7,26,42,0.4,0.7,6206,428,6206,(X),6137,431,98.9,0.7,68,59,1.1,1,18,19,0.3,0.3,0,16,0,0.5,0,16,0,0.5,9,14,0.1,0.2,6206,428,6206,(X),25,22,0.4,0.4,9,14,0.1,0.2,11,16,0.2,0.3,0,16,0,0.5,5,11,0.1,0.2,6181,428,99.6,0.4,2453,150,(X),(X),4805,329,4805,(X)
8600000US14109,14109,ZCTA5 14109,1155,1155,339,29.4,11,1,1.2,0,11,0,2.6,0,11,0,2.6,0,11,0,2.6,0,11,0,2.6,0,11,0,2.6,19.4,0.3,(X),(X),1130,179,1130,(X),0,11,0,(X),1155,174,1155,(X),40,33,3.5,2.8,1115,170,96.5,2.8,40,33,3.5,2.8,1155,174,1155,(X),1032,179,89.4,6.4,70,40,6.1,3.4,0,11,0,2.6,23,21,2,1.8,13,21,1.1,1.8,70,48,6.1,4.3,1155,174,1155,(X),90,46,7.8,3.9,15,21,1.3,1.8,49,45,4.2,3.9,0,11,0,2.6,26,29,2.3,2.5,1065,174,92.2,3.9,0,11,(X),(X),1090,168,1090,(X)
8600000US14111,14111,ZCTA5 14111,3493,3493,212,6.1,305,8.7,2.3,448,107,12.8,2.6,725,144,20.8,3.7,241,74,6.9,2.1,165,65,4.7,2,174,49,5,1.5,41.4,3.5,(X),(X),2558,221,2558,(X),413,82,413,(X),3493,305,3493,(X),44,45,1.3,1.3,3449,305,98.7,1.3,44,45,1.3,1.3,3493,305,3493,(X),3309,292,94.7,4,32,29,0.9,0.8,181,146,5.2,4,24,27,0.7,0.8,0,11,0,0.9,0,11,0,0.9,3493,305,3493,(X),46,49,1.3,1.4,0,11,0,0.9,0,11,0,0.9,0,11,0,0.9,46,49,1.3,1.4,3447,307,98.7,1.4,1416,118,(X),(X),2516,221,2516,(X)
8600000US14112,14112,ZCTA5 14112,0,0,0,-,0,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,-,**,(X),(X),0,11,0,(X),0,11,0,(X),0,11,0,(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,0,(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,0,(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,(X),(X),0,11,0,(X)
8600000US14113,14113,ZCTA5 14113,621,621,30,4.8,117,18.8,7,61,37,9.8,6,66,30,10.6,4.9,68,34,11,5.5,52,26,8.4,3.9,71,36,11.4,5.9,43.4,6.8,(X),(X),521,93,521,(X),108,43,108,(X),621,120,621,(X),0,11,0,4.7,621,120,100,4.7,0,11,0,4.7,621,120,621,(X),621,120,100,4.7,0,11,0,4.7,0,11,0,4.7,0,11,0,4.7,0,11,0,4.7,0,11,0,4.7,621,120,621,(X),8,16,1.3,2.6,8,16,1.3,2.6,0,11,0,4.7,0,11,0,4.7,0,11,0,4.7,613,122,98.7,2.6,356,53,(X),(X),504,92,504,(X)
8600000US14120,14120,ZCTA5 14120,44686,44686,2451,5.5,5413,12.1,1.1,4859,389,10.9,0.8,6884,468,15.4,1,3601,305,8.1,0.7,3040,376,6.8,0.8,4706,382,10.5,0.8,44,1.2,(X),(X),35499,722,35499,(X),8261,413,8261,(X),44686,743,44686,(X),720,291,1.6,0.7,43966,796,98.4,0.7,720,291,1.6,0.7,44686,743,44686,(X),43142,798,96.5,0.9,988,386,2.2,0.9,358,197,0.8,0.4,711,254,1.6,0.6,25,30,0.1,0.1,191,111,0.4,0.2,44686,743,44686,(X),798,333,1.8,0.7,46,48,0.1,0.1,633,303,1.4,0.7,0,24,0,0.1,119,103,0.3,0.2,43888,805,98.2,0.7,20205,435,(X),(X),35029,722,35029,(X)
8600000US14125,14125,ZCTA5 14125,3771,3771,229,6.1,521,13.8,2.6,513,101,13.6,2.4,532,100,14.1,2.6,331,88,8.8,2.2,181,59,4.8,1.6,283,66,7.5,1.8,38.9,2.4,(X),(X),2910,151,2910,(X),528,89,528,(X),3771,176,3771,(X),46,35,1.2,0.9,3725,176,98.8,0.9,46,35,1.2,0.9,3771,176,3771,(X),3649,186,96.8,1.4,66,39,1.8,1,21,24,0.6,0.6,47,47,1.2,1.3,0,11,0,0.8,34,26,0.9,0.7,3771,176,3771,(X),70,39,1.9,1.1,16,20,0.4,0.5,38,23,1,0.6,0,11,0,0.8,16,25,0.4,0.7,3701,181,98.1,1.1,1474,103,(X),(X),2880,149,2880,(X)
8600000US14126,14126,ZCTA5 14126,486,486,55,11.3,0,0,6,59,64,12.1,11,69,52,14.2,11.1,64,51,13.2,9.3,79,59,16.3,13.2,41,41,8.4,9.2,49.4,11.9,(X),(X),386,142,386,(X),60,51,60,(X),486,198,486,(X),0,11,0,6,486,198,100,6,0,11,0,6,486,198,486,(X),486,198,100,6,0,11,0,6,0,11,0,6,0,11,0,6,0,11,0,6,0,11,0,6,486,198,486,(X),0,11,0,6,0,11,0,6,0,11,0,6,0,11,0,6,0,11,0,6,486,198,100,6,406,97,(X),(X),386,142,386,(X)
8600000US14127,14127,ZCTA5 14127,30779,30779,1562,5.1,2669,8.7,1.4,3534,365,11.5,1.2,4950,453,16.1,1.4,2349,325,7.6,1.1,2198,442,7.1,1.4,3349,354,10.9,1.1,45.5,0.8,(X),(X),24257,555,24257,(X),6266,387,6266,(X),30779,561,30779,(X),207,121,0.7,0.4,30572,566,99.3,0.4,207,121,0.7,0.4,30779,561,30779,(X),29780,672,96.8,1,341,191,1.1,0.6,125,97,0.4,0.3,622,261,2,0.8,0,24,0,0.1,135,85,0.4,0.3,30779,561,30779,(X),772,308,2.5,1,78,73,0.3,0.2,227,215,0.7,0.7,0,24,0,0.1,467,206,1.5,0.7,30007,652,97.5,1,12742,340,(X),(X),24025,548,24025,(X)
8600000US14129,14129,ZCTA5 14129,1593,1593,65,4.1,139,8.7,3.5,177,59,11.1,3.5,244,66,15.3,3.7,147,54,9.2,3,142,78,8.9,4.7,154,67,9.7,3.7,45.2,4.5,(X),(X),1219,190,1219,(X),273,74,273,(X),1593,234,1593,(X),36,35,2.3,2.1,1557,231,97.7,2.1,36,35,2.3,2.1,1593,234,1593,(X),1255,203,78.8,4.3,5,11,0.3,0.7,271,92,17,5.7,93,83,5.8,5.2,0,11,0,1.9,5,11,0.3,0.7,1593,234,1593,(X),31,31,1.9,2,24,31,1.5,2,0,11,0,1.9,0,11,0,1.9,7,11,0.4,0.7,1562,238,98.1,2,667,64,(X),(X),1172,196,1172,(X)
8600000US14130,14130,ZCTA5 14130,118,118,2,1.7,8,6.8,4.9,11,9,9.3,6.4,17,14,14.4,11.4,8,8,6.8,6.4,16,15,13.6,12.4,35,16,29.7,13.4,55.8,9,(X),(X),100,30,100,(X),38,16,38,(X),118,40,118,(X),0,11,0,22.2,118,40,100,22.2,0,11,0,22.2,118,40,118,(X),118,40,100,22.2,0,11,0,22.2,0,11,0,22.2,0,11,0,22.2,0,11,0,22.2,0,11,0,22.2,118,40,118,(X),8,11,6.8,8.6,0,11,0,22.2,8,11,6.8,8.6,0,11,0,22.2,0,11,0,22.2,110,37,93.2,8.6,79,27,(X),(X),100,30,100,(X)
8600000US14131,14131,ZCTA5 14131,5107,5107,291,5.7,455,8.9,2.7,472,205,9.2,3.5,1062,190,20.8,4.2,595,161,11.7,3.2,460,129,9,2.6,503,135,9.8,2.9,50.1,3.3,(X),(X),4330,374,4330,(X),814,163,814,(X),5107,532,5107,(X),73,59,1.4,1.1,5034,525,98.6,1.1,73,59,1.4,1.1,5107,532,5107,(X),4942,516,96.8,1.8,100,68,2,1.3,27,30,0.5,0.6,67,67,1.3,1.3,8,14,0.2,0.3,36,38,0.7,0.7,5107,532,5107,(X),42,39,0.8,0.8,3,6,0.1,0.1,3,4,0.1,0.1,0,16,0,0.6,36,41,0.7,0.8,5065,529,99.2,0.8,2169,186,(X),(X),4253,373,4253,(X)
8600000US14132,14132,ZCTA5 14132,6217,6217,460,7.4,534,8.6,2.9,666,208,10.7,2.8,1141,243,18.4,3.4,523,149,8.4,2.4,392,172,6.3,2.8,527,167,8.5,2.8,44.6,3.8,(X),(X),4911,468,4911,(X),1019,197,1019,(X),6217,619,6217,(X),42,39,0.7,0.6,6175,619,99.3,0.6,42,39,0.7,0.6,6217,619,6217,(X),5536,610,89,2.9,138,118,2.2,1.9,437,128,7,2,87,78,1.4,1.3,0,16,0,0.5,61,60,1,1,6217,619,6217,(X),140,114,2.3,1.8,60,95,1,1.5,42,57,0.7,0.9,0,16,0,0.5,38,43,0.6,0.7,6077,616,97.7,1.8,2613,245,(X),(X),4779,453,4779,(X)
8600000US14134,14134,ZCTA5 14134,135,135,9,6.7,6,4.4,7.4,21,19,15.6,11.7,24,32,17.8,19.4,0,11,0,19.8,0,11,0,19.8,23,20,17,19,41.8,17.7,(X),(X),100,62,100,(X),35,26,35,(X),135,84,135,(X),0,11,0,19.8,135,84,100,19.8,0,11,0,19.8,135,84,135,(X),135,84,100,19.8,0,11,0,19.8,0,11,0,19.8,0,11,0,19.8,0,11,0,19.8,0,11,0,19.8,135,84,135,(X),0,11,0,19.8,0,11,0,19.8,0,11,0,19.8,0,11,0,19.8,0,11,0,19.8,135,84,100,19.8,45,27,(X),(X),100,62,100,(X)
8600000US14135,14135,ZCTA5 14135,87,87,9,10.3,0,0,28.4,5,8,5.7,9.8,22,26,25.3,28.9,0,11,0,28.4,36,43,41.4,37.8,9,9,10.3,12.6,61.1,27.4,(X),(X),81,48,81,(X),9,9,9,(X),87,51,87,(X),2,5,2.3,5.3,85,50,97.7,5.3,2,5,2.3,5.3,87,51,87,(X),87,51,100,28.4,2,5,2.3,5.3,0,11,0,28.4,0,11,0,28.4,0,11,0,28.4,0,11,0,28.4,87,51,87,(X),0,11,0,28.4,0,11,0,28.4,0,11,0,28.4,0,11,0,28.4,0,11,0,28.4,87,51,100,28.4,59,32,(X),(X),81,48,81,(X)
