Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Less than high school graduate,Estimate; Total: - High school graduate (includes equivalency),Estimate; Total: - Some college or associate's degree,Estimate; Total: - Bachelor's degree,Estimate; Total: - Graduate or professional degree,Estimate; Total: - Same house 1 year ago:,Estimate; Total: - Same house 1 year ago: - Less than high school graduate,Estimate; Total: - Same house 1 year ago: - High school graduate (includes equivalency),Estimate; Total: - Same house 1 year ago: - Some college or associate's degree,Estimate; Total: - Same house 1 year ago: - Bachelor's degree,Estimate; Total: - Same house 1 year ago: - Graduate or professional degree,Estimate; Total: - Moved within same county:,Estimate; Total: - Moved within same county: - Less than high school graduate,Estimate; Total: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total: - Moved within same county: - Some college or associate's degree,Estimate; Total: - Moved within same county: - Bachelor's degree,Estimate; Total: - Moved within same county: - Graduate or professional degree,Estimate; Total: - Moved from different county within same state:,Estimate; Total: - Moved from different county within same state: - Less than high school graduate,Estimate; Total: - Moved from different county within same state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different county within same state: - Some college or associate's degree,Estimate; Total: - Moved from different county within same state: - Bachelor's degree,Estimate; Total: - Moved from different county within same state: - Graduate or professional degree,Estimate; Total: - Moved from different state:,Estimate; Total: - Moved from different state: - Less than high school graduate,Estimate; Total: - Moved from different state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different state: - Some college or associate's degree,Estimate; Total: - Moved from different state: - Bachelor's degree,Estimate; Total: - Moved from different state: - Graduate or professional degree,Estimate; Total: - Moved from abroad:,Estimate; Total: - Moved from abroad: - Less than high school graduate,Estimate; Total: - Moved from abroad: - High school graduate (includes equivalency),Estimate; Total: - Moved from abroad: - Some college or associate's degree,Estimate; Total: - Moved from abroad: - Bachelor's degree,Estimate; Total: - Moved from abroad: - Graduate or professional degree
8600000US13739,13739, 13739,602,71,185,162,128,56,562,63,167,162,124,46,21,8,9,0,4,0,7,0,3,0,0,4,10,0,6,0,0,4,2,0,0,0,0,2
8600000US13740,13740, 13740,439,22,84,140,94,99,414,22,82,133,90,87,3,0,0,0,0,3,8,0,0,0,4,4,12,0,2,7,0,3,2,0,0,0,0,2
8600000US13743,13743, 13743,2395,129,926,826,304,210,2263,129,878,769,304,183,71,0,35,27,0,9,41,0,13,28,0,0,2,0,0,2,0,0,18,0,0,0,0,18
8600000US13744,13744, 13744,899,64,349,229,173,84,856,64,349,224,135,84,27,0,0,5,22,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0
8600000US13746,13746, 13746,1421,109,536,421,191,164,1385,94,519,421,187,164,32,15,17,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13748,13748, 13748,2322,163,961,740,269,189,2013,120,900,677,211,105,261,31,41,63,58,68,0,0,0,0,0,0,36,0,20,0,0,16,12,12,0,0,0,0
8600000US13750,13750, 13750,798,139,336,187,73,63,753,139,291,187,73,63,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13751,13751, 13751,82,10,31,32,9,0,82,10,31,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13752,13752, 13752,618,77,143,242,87,69,584,73,136,238,68,69,21,4,7,0,10,0,4,0,0,4,0,0,9,0,0,0,9,0,0,0,0,0,0,0
8600000US13753,13753, 13753,3069,200,891,1027,478,473,2792,184,769,954,452,433,128,9,58,46,9,6,123,2,64,27,13,17,17,0,0,0,0,17,9,5,0,0,4,0
8600000US13754,13754, 13754,2489,253,1074,771,238,153,2229,219,995,673,208,134,133,13,49,64,4,3,106,21,26,34,15,10,21,0,4,0,11,6,0,0,0,0,0,0
8600000US13755,13755, 13755,873,127,389,229,48,80,804,107,353,229,48,67,65,16,36,0,0,13,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13756,13756, 13756,305,72,136,76,0,21,267,64,112,70,0,21,8,0,8,0,0,0,30,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13757,13757, 13757,910,131,298,221,126,134,852,131,281,205,117,118,26,0,11,3,9,3,12,0,6,2,0,4,20,0,0,11,0,9,0,0,0,0,0,0
8600000US13760,13760, 13760,31257,2108,8592,10260,6151,4146,28123,1731,7857,9208,5472,3855,1999,252,566,707,315,159,673,56,105,256,194,62,390,46,64,76,134,70,72,23,0,13,36,0
8600000US13774,13774, 13774,117,13,59,45,0,0,90,13,50,27,0,0,27,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13775,13775, 13775,1394,79,480,468,182,185,1283,79,417,435,170,182,19,0,0,11,8,0,59,0,47,6,4,2,33,0,16,16,0,1,0,0,0,0,0,0
8600000US13776,13776, 13776,409,46,116,120,79,48,390,46,110,110,79,45,6,0,4,2,0,0,6,0,0,6,0,0,7,0,2,2,0,3,0,0,0,0,0,0
8600000US13777,13777, 13777,282,19,144,91,18,10,282,19,144,91,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13778,13778, 13778,3822,234,1121,1523,500,444,3508,208,1035,1404,443,418,161,11,55,45,33,17,111,12,22,55,15,7,42,3,9,19,9,2,0,0,0,0,0,0
8600000US13780,13780, 13780,706,107,259,241,76,23,646,107,225,215,76,23,60,0,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13782,13782, 13782,512,49,193,136,70,64,484,49,171,130,70,64,24,0,19,5,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13783,13783, 13783,1769,295,748,510,99,117,1640,241,699,487,96,117,99,49,36,11,3,0,16,5,3,8,0,0,14,0,10,4,0,0,0,0,0,0,0,0
8600000US13784,13784, 13784,56,5,18,30,0,3,39,5,18,13,0,3,14,0,0,14,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13786,13786, 13786,318,30,121,118,39,10,302,30,121,102,39,10,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13787,13787, 13787,2416,512,1035,497,170,202,2162,355,950,485,170,202,65,17,36,12,0,0,189,140,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13788,13788, 13788,791,110,246,203,152,80,691,108,217,153,148,65,71,2,23,43,3,0,16,0,6,0,1,9,4,0,0,3,0,1,9,0,0,4,0,5
8600000US13790,13790, 13790,12387,1329,3843,4009,1974,1232,10708,1112,3262,3536,1768,1030,1242,198,463,357,139,85,184,19,74,74,7,10,211,0,44,34,34,99,42,0,0,8,26,8
8600000US13794,13794, 13794,47,0,12,28,7,0,47,0,12,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13795,13795, 13795,2460,265,895,854,187,259,2173,158,826,799,154,236,145,0,69,43,33,0,130,107,0,0,0,23,12,0,0,12,0,0,0,0,0,0,0,0
8600000US13796,13796, 13796,1101,63,456,278,191,113,1045,63,443,246,185,108,30,0,10,20,0,0,13,0,0,7,6,0,13,0,3,5,0,5,0,0,0,0,0,0
8600000US13797,13797, 13797,1372,181,627,447,80,37,1316,172,615,419,75,35,30,5,12,11,0,2,7,4,0,2,1,0,19,0,0,15,4,0,0,0,0,0,0,0
8600000US13801,13801, 13801,1036,150,507,227,89,63,989,141,498,215,87,48,15,0,0,5,2,8,25,9,5,4,0,7,2,0,2,0,0,0,5,0,2,3,0,0
8600000US13802,13802, 13802,497,27,153,214,73,30,458,27,153,201,47,30,15,0,0,8,7,0,0,0,0,0,0,0,24,0,0,5,19,0,0,0,0,0,0,0
8600000US13803,13803, 13803,2668,262,1140,942,234,90,2476,249,1044,877,226,80,133,6,80,38,2,7,37,7,13,15,2,0,22,0,3,12,4,3,0,0,0,0,0,0
8600000US13804,13804, 13804,309,51,153,69,24,12,278,48,125,69,24,12,7,0,7,0,0,0,24,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13806,13806, 13806,224,30,57,84,39,14,183,30,42,84,15,12,41,0,15,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13807,13807, 13807,847,76,305,254,102,110,818,74,302,246,100,96,6,2,3,0,0,1,5,0,0,5,0,0,18,0,0,3,2,13,0,0,0,0,0,0
8600000US13808,13808, 13808,1077,90,372,318,205,92,1017,90,348,300,192,87,30,0,14,11,0,5,17,0,10,0,7,0,13,0,0,7,6,0,0,0,0,0,0,0
8600000US13809,13809, 13809,1229,168,455,441,70,95,1059,154,360,380,70,95,85,14,41,30,0,0,46,0,15,31,0,0,20,0,20,0,0,0,19,0,19,0,0,0
8600000US13810,13810, 13810,859,45,374,218,113,109,844,42,371,215,107,109,6,3,3,0,0,0,9,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13811,13811, 13811,3015,253,1285,752,416,309,2914,244,1240,737,386,307,24,5,7,10,0,2,73,0,38,5,30,0,4,4,0,0,0,0,0,0,0,0,0,0
8600000US13812,13812, 13812,1766,189,692,619,175,91,1674,175,671,582,155,91,45,14,15,16,0,0,33,0,0,21,12,0,14,0,6,0,8,0,0,0,0,0,0,0
8600000US13813,13813, 13813,360,28,155,65,56,56,355,28,155,60,56,56,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
8600000US13815,13815, 13815,9202,1218,3358,2762,993,871,8035,1096,2814,2442,932,751,841,110,417,265,11,38,160,4,63,20,50,23,150,8,57,26,0,59,16,0,7,9,0,0
8600000US13820,13820, 13820,11748,1051,3030,3313,2171,2183,10163,907,2703,2834,1777,1942,961,87,244,272,241,117,421,41,55,152,132,41,157,16,28,55,21,37,46,0,0,0,0,46
8600000US13825,13825, 13825,2425,233,816,731,344,301,2347,199,813,724,344,267,56,31,0,7,0,18,16,0,0,0,0,16,6,3,3,0,0,0,0,0,0,0,0,0
8600000US13826,13826, 13826,13,0,0,13,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13827,13827, 13827,8247,845,2579,2629,1425,769,7449,725,2385,2265,1347,727,459,88,124,189,37,21,237,32,49,119,22,15,102,0,21,56,19,6,0,0,0,0,0,0
8600000US13830,13830, 13830,3655,351,1592,1037,316,359,3417,302,1502,993,271,349,127,26,61,16,19,5,40,4,17,14,5,0,61,19,12,9,21,0,10,0,0,5,0,5
8600000US13832,13832, 13832,469,58,231,143,32,5,451,58,213,143,32,5,8,0,8,0,0,0,3,0,3,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0
8600000US13833,13833, 13833,2931,435,1050,1024,337,85,2815,407,999,1004,320,85,83,12,51,20,0,0,33,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13834,13834, 13834,121,0,42,44,27,8,86,0,42,9,27,8,7,0,0,7,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13835,13835, 13835,979,141,420,253,94,71,954,134,415,253,84,68,10,0,3,0,4,3,9,3,2,0,4,0,6,4,0,0,2,0,0,0,0,0,0,0
8600000US13838,13838, 13838,2909,439,1147,798,330,195,2784,439,1089,789,300,167,79,0,58,9,12,0,46,0,0,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13839,13839, 13839,881,102,527,159,24,69,805,102,473,137,24,69,68,0,46,22,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13841,13841, 13841,405,40,165,134,55,11,372,40,143,128,55,6,1,0,0,1,0,0,23,0,13,5,0,5,9,0,9,0,0,0,0,0,0,0,0,0
8600000US13842,13842, 13842,378,37,140,121,50,30,334,32,115,111,46,30,0,0,0,0,0,0,44,5,25,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13843,13843, 13843,1569,170,581,515,189,114,1525,170,549,512,180,114,14,0,11,3,0,0,30,0,21,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13844,13844, 13844,520,95,231,155,38,1,483,86,223,135,38,1,0,0,0,0,0,0,37,9,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13845,13845, 13845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13846,13846, 13846,259,17,76,83,54,29,241,17,66,75,54,29,10,0,10,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0
8600000US13847,13847, 13847,40,0,0,26,14,0,40,0,0,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13849,13849, 13849,3021,448,1102,977,329,165,2847,412,1044,944,295,152,91,16,37,18,20,0,76,20,21,15,14,6,0,0,0,0,0,0,7,0,0,0,0,7
8600000US13850,13850, 13850,14691,644,3394,4139,3071,3443,13311,596,3247,3598,2894,2976,872,28,121,361,76,286,111,0,26,58,0,27,243,20,0,60,43,120,154,0,0,62,58,34
8600000US13856,13856, 13856,4196,549,2036,882,448,281,3781,386,1846,856,417,276,268,86,120,26,31,5,29,5,24,0,0,0,118,72,46,0,0,0,0,0,0,0,0,0
8600000US13859,13859, 13859,159,23,116,20,0,0,136,23,93,20,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13860,13860, 13860,41,0,19,12,10,0,25,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,6,10,0,0,0,0,0,0,0
8600000US13861,13861, 13861,226,24,40,69,50,43,210,24,34,64,45,43,0,0,0,0,0,0,6,0,6,0,0,0,10,0,0,5,5,0,0,0,0,0,0,0
8600000US13862,13862, 13862,3017,270,1287,885,332,243,2891,250,1243,838,332,228,107,14,37,47,0,9,19,6,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13863,13863, 13863,400,29,238,112,19,2,387,29,234,107,15,2,4,0,2,2,0,0,2,0,0,0,2,0,7,0,2,3,2,0,0,0,0,0,0,0
8600000US13864,13864, 13864,795,147,339,133,126,50,739,147,339,133,105,15,0,0,0,0,0,0,14,0,0,0,0,14,42,0,0,0,21,21,0,0,0,0,0,0
8600000US13865,13865, 13865,4289,362,1639,1445,441,402,4034,362,1565,1372,418,317,160,0,69,45,17,29,28,0,4,16,6,2,67,0,1,12,0,54,0,0,0,0,0,0
8600000US13901,13901, 13901,12906,1314,4109,4160,2023,1300,11279,1126,3483,3584,1846,1240,1314,153,533,443,147,38,199,28,65,80,14,12,89,0,21,53,6,9,25,7,7,0,10,1
8600000US13902,13902, 13902,99,0,0,68,0,31,90,0,0,59,0,31,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13903,13903, 13903,12762,1273,3923,4004,1820,1742,11384,1063,3535,3642,1530,1614,1021,195,317,322,131,56,178,8,71,14,83,2,169,7,0,26,76,60,10,0,0,0,0,10
8600000US13904,13904, 13904,6630,788,2517,2005,866,454,5916,683,2276,1774,761,422,451,91,179,103,68,10,144,8,41,95,0,0,72,0,0,28,22,22,47,6,21,5,15,0
8600000US13905,13905, 13905,17616,2472,5293,4914,2684,2253,14854,1766,4518,4218,2369,1983,1829,432,591,499,180,127,531,183,136,112,57,43,284,42,38,73,78,53,118,49,10,12,0,47
8600000US14001,14001, 14001,7044,582,2520,2218,1013,711,6400,541,2424,1985,833,617,287,41,42,106,79,19,291,0,40,103,87,61,66,0,14,24,14,14,0,0,0,0,0,0
8600000US14004,14004, 14004,9322,844,3161,3026,1551,740,8012,627,2665,2719,1368,633,862,134,344,199,98,87,347,70,147,69,41,20,88,0,5,39,44,0,13,13,0,0,0,0
8600000US14005,14005, 14005,1273,60,540,487,122,64,1202,56,506,464,114,62,43,2,21,18,0,2,14,2,3,5,4,0,14,0,10,0,4,0,0,0,0,0,0,0
8600000US14006,14006, 14006,7307,487,2776,2520,874,650,6919,478,2643,2390,844,564,250,0,70,81,30,69,46,0,39,7,0,0,74,0,24,42,0,8,18,9,0,0,0,9
8600000US14008,14008, 14008,1002,87,518,303,77,17,978,85,515,301,77,0,16,2,3,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
8600000US14009,14009, 14009,3698,392,1541,1255,331,179,3457,347,1480,1182,273,175,72,5,21,31,11,4,127,34,32,42,19,0,42,6,8,0,28,0,0,0,0,0,0,0
8600000US14011,14011, 14011,7067,1211,3002,1949,561,344,5624,740,2393,1732,474,285,194,29,83,53,29,0,1205,442,516,155,58,34,40,0,6,9,0,25,4,0,4,0,0,0
8600000US14012,14012, 14012,1710,158,750,522,201,79,1655,153,739,496,192,75,31,5,4,14,6,2,9,0,0,4,3,2,12,0,7,5,0,0,3,0,0,3,0,0
8600000US14013,14013, 14013,1238,125,490,491,79,53,1232,125,490,485,79,53,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14020,14020, 14020,16129,1549,5313,5452,2122,1693,14333,1373,4739,4748,1895,1578,1210,107,417,490,148,48,455,47,148,131,71,58,131,22,9,83,8,9,0,0,0,0,0,0
8600000US14024,14024, 14024,1133,120,466,388,117,42,1071,103,451,371,104,42,21,14,0,7,0,0,37,3,13,8,13,0,0,0,0,0,0,0,4,0,2,2,0,0
8600000US14025,14025, 14025,2227,96,690,879,253,309,2091,96,597,854,244,300,118,0,93,7,9,9,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14026,14026, 14026,572,13,249,221,69,20,555,13,241,212,69,20,17,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14028,14028, 14028,1167,64,413,375,228,87,1158,64,413,366,228,87,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14030,14030, 14030,1323,129,526,524,109,35,1246,125,521,456,109,35,41,4,5,32,0,0,30,0,0,30,0,0,0,0,0,0,0,0,6,0,0,6,0,0
8600000US14031,14031, 14031,7156,239,1612,1934,1662,1709,6127,203,1428,1526,1447,1523,667,36,86,289,151,105,221,0,38,100,48,35,115,0,60,9,0,46,26,0,0,10,16,0
8600000US14032,14032, 14032,5394,189,1023,1528,1359,1295,5051,178,965,1371,1313,1224,270,11,58,124,25,52,0,0,0,0,0,0,73,0,0,33,21,19,0,0,0,0,0,0
8600000US14033,14033, 14033,1556,112,318,485,399,242,1475,84,318,461,370,242,52,28,0,24,0,0,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14034,14034, 14034,2343,376,1009,675,193,90,1990,311,840,569,189,81,37,0,22,15,0,0,305,63,147,91,4,0,11,2,0,0,0,9,0,0,0,0,0,0
8600000US14035,14035, 14035,63,0,24,28,5,6,44,0,5,28,5,6,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14036,14036, 14036,3805,331,1453,1182,601,238,3617,331,1386,1129,552,219,58,0,5,39,14,0,123,0,59,10,35,19,3,0,3,0,0,0,4,0,0,4,0,0
8600000US14037,14037, 14037,784,32,308,285,85,74,709,20,276,263,76,74,9,0,9,0,0,0,42,12,23,7,0,0,15,0,0,15,0,0,9,0,0,0,9,0
8600000US14039,14039, 14039,62,3,29,20,10,0,59,3,26,20,10,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14040,14040, 14040,1478,106,648,527,83,114,1409,105,638,517,74,75,60,1,10,10,0,39,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14041,14041, 14041,80,17,27,23,6,7,80,17,27,23,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14042,14042, 14042,2669,478,1111,733,216,131,2518,426,1089,668,204,131,90,52,16,22,0,0,21,0,3,6,12,0,35,0,3,32,0,0,5,0,0,5,0,0
8600000US14043,14043, 14043,18637,1176,7142,5791,2947,1581,17119,1123,6660,5418,2483,1435,1255,38,444,317,347,109,196,4,31,29,117,15,59,10,0,27,0,22,8,1,7,0,0,0
8600000US14047,14047, 14047,4641,364,1681,1426,695,475,4016,253,1406,1355,626,376,593,103,264,58,69,99,32,8,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14048,14048, 14048,10163,1454,3875,3139,924,771,8973,1163,3400,2859,878,673,980,262,384,211,36,87,49,11,35,3,0,0,125,0,38,66,10,11,36,18,18,0,0,0
8600000US14051,14051, 14051,14028,538,1776,2993,3847,4874,13179,452,1713,2896,3617,4501,387,22,29,55,38,243,104,48,0,15,15,26,257,0,20,27,120,90,101,16,14,0,57,14
8600000US14052,14052, 14052,12092,628,2937,3478,2966,2083,10932,444,2781,3270,2608,1829,806,93,88,146,261,218,157,79,0,45,25,8,157,12,68,17,48,12,40,0,0,0,24,16
8600000US14054,14054, 14054,922,50,363,319,104,86,891,50,348,306,101,86,17,0,7,10,0,0,14,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14055,14055, 14055,1045,81,406,348,111,99,1005,71,406,333,96,99,30,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0
8600000US14057,14057, 14057,6240,315,2172,1925,1114,714,5727,278,1989,1765,1039,656,410,16,143,131,75,45,29,0,18,11,0,0,41,4,20,17,0,0,33,17,2,1,0,13
8600000US14058,14058, 14058,1351,132,405,520,191,103,1329,126,403,506,191,103,15,6,0,9,0,0,7,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14059,14059, 14059,7295,234,2051,2104,1642,1264,6725,234,1895,2034,1350,1212,465,0,139,36,239,51,49,0,17,16,16,0,56,0,0,18,37,1,0,0,0,0,0,0
8600000US14060,14060, 14060,263,63,110,73,9,8,263,63,110,73,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14061,14061, 14061,244,28,79,98,23,16,240,26,79,96,23,16,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14062,14062, 14062,2370,318,1077,677,159,139,2090,289,947,587,134,133,174,21,99,44,4,6,69,8,13,27,21,0,37,0,18,19,0,0,0,0,0,0,0,0
8600000US14063,14063, 14063,8165,356,2404,2299,1536,1570,7425,326,2101,2156,1320,1522,578,30,233,117,162,36,79,0,50,8,9,12,63,0,0,18,45,0,20,0,20,0,0,0
8600000US14065,14065, 14065,1290,173,682,279,88,68,1252,160,666,277,84,65,33,13,14,2,4,0,5,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14066,14066, 14066,852,81,355,288,80,48,837,79,354,277,79,48,12,0,0,11,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14067,14067, 14067,3871,411,1645,1202,272,341,3677,398,1589,1105,272,313,149,13,54,67,0,15,27,0,2,12,0,13,18,0,0,18,0,0,0,0,0,0,0,0
8600000US14068,14068, 14068,5233,359,1115,1327,932,1500,4599,252,949,1169,865,1364,472,65,123,134,67,83,33,0,33,0,0,0,87,0,10,24,0,53,42,42,0,0,0,0
8600000US14069,14069, 14069,698,71,220,241,94,72,673,71,220,216,94,72,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14070,14070, 14070,5221,859,2228,1497,380,257,4154,616,1854,1128,327,229,244,94,45,83,11,11,732,128,324,251,24,5,62,21,0,29,0,12,29,0,5,6,18,0
8600000US14072,14072, 14072,14578,623,3021,4764,3241,2929,13028,533,2705,4198,2948,2644,882,48,212,398,122,102,295,42,68,41,61,83,240,0,36,68,58,78,133,0,0,59,52,22
8600000US14075,14075, 14075,31445,1567,8571,10314,6265,4728,28866,1440,7997,9498,5622,4309,2191,104,485,699,565,338,240,20,45,73,35,67,137,0,36,44,43,14,11,3,8,0,0,0
8600000US14080,14080, 14080,2895,183,1147,957,389,219,2706,183,1088,915,322,198,134,0,36,32,45,21,46,0,14,10,22,0,9,0,9,0,0,0,0,0,0,0,0,0
8600000US14081,14081, 14081,2220,240,937,677,225,141,1991,218,863,579,199,132,129,22,56,43,8,0,29,0,0,25,0,4,61,0,18,20,18,5,10,0,0,10,0,0
8600000US14082,14082, 14082,390,56,172,116,40,6,386,56,172,112,40,6,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14085,14085, 14085,4936,183,1447,1569,969,768,4486,169,1357,1438,874,648,410,14,82,131,63,120,0,0,0,0,0,0,40,0,8,0,32,0,0,0,0,0,0,0
8600000US14086,14086, 14086,22940,1021,6488,7024,4945,3462,21362,943,6101,6513,4484,3321,1359,39,299,453,452,116,155,30,69,48,0,8,35,9,0,0,9,17,29,0,19,10,0,0
8600000US14091,14091, 14091,723,67,269,265,79,43,715,59,269,265,79,43,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14092,14092, 14092,8704,405,2178,2658,1875,1588,8092,356,2012,2539,1749,1436,379,17,148,113,30,71,124,27,9,0,40,48,100,5,0,6,56,33,9,0,9,0,0,0
8600000US14094,14094, 14094,35179,3169,11316,12186,5176,3332,32338,2839,10428,11267,4724,3080,1777,234,624,611,214,94,615,34,137,184,164,96,382,50,127,89,62,54,67,12,0,35,12,8
8600000US14098,14098, 14098,2032,300,764,669,200,99,1845,289,684,581,194,97,126,11,66,49,0,0,43,0,7,34,0,2,16,0,7,3,6,0,2,0,0,2,0,0
8600000US14101,14101, 14101,1294,131,580,397,94,92,1225,126,535,383,89,92,59,5,35,14,5,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14102,14102, 14102,956,75,349,259,108,165,956,75,349,259,108,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14103,14103, 14103,7481,651,2842,2647,785,556,6904,614,2664,2391,746,489,393,24,145,155,25,44,161,13,14,97,14,23,23,0,19,4,0,0,0,0,0,0,0,0
8600000US14105,14105, 14105,3141,233,1208,1154,308,238,2928,215,1128,1068,282,235,87,12,36,33,3,3,74,3,29,37,5,0,52,3,15,16,18,0,0,0,0,0,0,0
8600000US14108,14108, 14108,4354,496,1698,1272,570,318,3884,419,1516,1161,526,262,246,77,113,43,13,0,100,0,26,56,18,0,124,0,43,12,13,56,0,0,0,0,0,0
8600000US14109,14109, 14109,11,0,0,8,3,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
8600000US14111,14111, 14111,2297,241,872,658,331,195,1994,134,795,564,324,177,297,104,74,94,7,18,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
8600000US14112,14112, 14112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14113,14113, 14113,472,10,197,187,54,24,459,10,195,182,54,18,11,0,0,5,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US14120,14120, 14120,32058,2254,9751,11185,4886,3982,29243,2021,8987,10185,4407,3643,1223,136,337,452,195,103,1360,72,369,449,234,236,187,11,41,85,50,0,45,14,17,14,0,0
8600000US14125,14125, 14125,2606,390,1055,811,196,154,2301,262,952,754,191,142,108,10,47,48,3,0,183,118,42,9,2,12,0,0,0,0,0,0,14,0,14,0,0,0
